"","X","HES3","LIN28A","L1TD1","S100A6","DPT","VASH2","MTRNR2L11","EPCAM","IL1R1","FAP","COL3A1","FN1","COL6A3","TWIST2","LRRN1","GALNT15","TRIM71","CLEC3B","TDGF1","MTRNR2L12","DPPA4","PTX3","RP11.641D5.1","SOX2","APOD","ADH1B","ZFP42","MTRNR2L2","SEMA6A","LOX","TGFBI","MATR3","SCGB3A2","SMIM3","GABRP","TUBB2B","POU5F1","LAMA4","RPL21P75","SERPINE1","CAV1","PTPRZ1","MTRNR2L6","CEBPD","SNAI2","CALB1","ESRP1","MAL2","HHLA1","WISP1","PTGS1","DKK1","SRGN","MTRNR2L8","SAA1","FABP5P7","CD248","MMP1","MMP3","NNMT","NANOG","EMP1","HOXC10","NTS","DCN","USP44","TMEM119","RGCC","ZIC2","ITGBL1","ABHD12B","OTX2","SNURF","THBS1","RBPMS2","CRABP1","UBE2Q2P6","ANPEP","CLDN6","ZSCAN10","NPIPA7","MT2A","MT1L","MT1E","CDH3","CDH1","CD68","MTRNR2L1","CFD","FUT3","SPINT2","RPL41P1","DNMT3B","CXADR","U2AF1","MIF","GGT5","LGALS1","POLR2F","SLC7A3"
"375","HPSI0115i-bimq_4",74.33,838.78,248.44,24.53,0.02,64.42,68.42,395.48,0.8,0.24,11.3,248.59,3.65,0.71,201.27,0.17,154.19,0.19,485.06,5436.43,520.06,8.78,330.3,327.31,0.36,0.17,103.9,246.89,150.85,5.91,17.74,789.22,1957.59,0,905.35,320.84,808.24,2.63,1216.61,3.16,7.6,125.74,72.25,1.53,1.83,522.59,119.34,112.28,556.72,0.09,1.98,10.86,0.09,1276.23,0.16,128.95,2.83,0.07,0,0.28,55.35,1.49,0.28,107.47,5.86,143.25,1.41,0.94,199.82,0.18,332.28,182.65,900.35,22.53,123.07,225.48,1534.67,2.23,468.79,89.79,116.87,1.23,0,0.49,77.86,159.88,1.14,509.58,1.17,208.91,181.84,3750.68,466.72,112.15,228.83,605.38,0.27,56.56,90.25,114.51
"376","HPSI0914i-laey_4",80.37,831.06,399.16,29.85,0,147.76,92.09,379.71,0.44,0,0.7,75.59,3.46,1.4,150.81,0.23,160.42,0.09,1340.71,9577.07,713.72,0.85,318.57,254.86,0.23,0.15,101.47,404.32,211.03,1.68,8.43,636.81,5114.78,0,2440.84,408.17,992.26,2.75,1278.42,19.13,18.89,88.52,193.75,2.32,0.6,1261.5,132.55,99.27,1281.7,0.01,0.75,0.23,0.06,2702.79,0,114.78,2.35,0.04,0.56,0.29,66.8,0.97,0,166.6,1.69,157.28,0.6,0.11,90.93,0.05,858.04,46.13,853.19,21.69,135.64,144.16,1385.53,1.43,543,124.8,116.51,12.15,0.14,13.37,115.36,177.97,1.42,790.22,1.05,381.14,204.9,3798.87,551.76,114.84,235.87,399.94,0.33,138.95,86.38,136.4
"377","HPSI0114i-eipl_3",160.45,626.15,246.05,22.33,0,151.77,157.08,331.12,0.34,0.36,7.45,143.89,3.89,3.3,107.23,0.14,129.6,0.09,438.88,8622.36,682.48,1.03,505.26,173.1,0.11,0.14,111.81,389.7,294.32,1.92,20.18,476.8,3910.36,0.18,1742.1,339.62,1121.37,2.19,962.02,10.45,7.36,125.44,185.56,1.83,0.8,972.89,92.33,83.62,1073.45,0.24,0.56,1.49,0,1691.52,0,184.02,0.9,0.62,0.24,2.13,140.1,1.91,0,28.14,3.59,98.45,0.69,0.26,173.42,0.39,1066.53,45.14,799.28,16.17,101.92,332.91,1550.94,1.18,539.37,115.24,132.12,22.02,1.23,12.13,103.69,164.85,1.59,763.16,0.65,255.33,240.23,3211.43,324.93,68.57,196.42,771.66,0.25,70.42,104.74,70.89
"378","HPSI0814i-bokz_5",145.47,897.21,208.95,30.2,0,82.21,133.56,254.67,0.48,0.32,1.09,42.53,1.9,1.53,151.62,0.3,182.06,0.3,605.35,7185.19,652.77,1.2,367.11,228.61,0,0.04,126.76,380.06,246.15,0.82,9.64,500.69,3497.19,0,2037.04,389.83,1095.72,2.79,684.79,14.37,6.47,91.32,154.86,3.37,0.43,1398.6,108.26,88.76,1087.35,0.01,0.84,0.48,0.09,1641.54,0.33,134.42,1.63,0.09,0.36,0.26,52.93,0.58,0,60.89,1.34,106.91,0.64,0.53,188.74,0.86,864.58,76.58,2134.48,43.69,148.6,201.03,1133.05,3.13,670.54,146.97,129,20.67,0.55,10.84,102.95,131.79,1.73,692.14,1.3,408.89,309.34,3114.46,553.94,79.31,266.17,726.1,0.21,142.4,102.7,178.71
"379","HPSI1014i-nosn_1",82.66,757.06,285.67,19.88,0,113.15,159.4,325.05,0.47,0.25,15.78,92.26,5.74,1.41,112.51,0.17,125.24,0.24,426.06,10849.3,615.33,4.26,559.26,233.03,0.09,0.08,90.33,533.06,174.92,2.07,19.98,685.02,873.26,0,466.98,292.68,788.62,2.43,1510.92,5.94,3.13,180.79,256.83,1.62,2.21,291.59,125.81,95.95,315.87,0.03,1.11,1.31,0,3009.32,0.19,63.63,1.17,0.07,0.5,1.16,41.6,2.09,0,101.74,3.69,152.93,0.79,0.35,223.89,0.69,171.97,104.04,845.82,31.13,109.11,178.11,1005.34,1.62,380.28,121.96,151.12,2.11,0.27,0.99,72.9,112.99,1.22,939.49,0.27,100.75,163.09,4748.15,254.82,96.23,232.35,676.77,0.23,105.92,80.08,64.04
"380","HPSI0214i-rayr_1",84.56,725,186.3,35.9,0,127.14,65.24,317.85,0.46,0.07,9.66,137.65,1.25,1.77,129.14,0.14,109.46,0.12,331.43,4279.43,522.46,6.22,426.79,207.63,0.08,0.08,44.4,239.13,181.14,3.17,17.78,558.6,409.86,0,247.66,367.32,866.11,2.1,900.38,13.38,7.43,140.41,95.27,1.87,2.46,363.68,85.5,75.72,151.55,0.01,1.46,3.4,0.1,974.26,0.33,116.84,2.85,0.05,0,2.26,52.26,0.83,0,56.88,1.3,109.16,1.25,0.21,192.25,0.13,125.76,80.61,826.91,30.45,108.17,321.65,1529.18,2.26,517.24,125.59,112.93,4.92,0.31,1.21,94.96,127.09,1.71,386.41,0.89,72.9,237.38,3400.06,324.46,73.85,245.69,792.72,0.31,109.55,117.69,97.42
"381","HPSI0215i-romx_1",9.83,705.62,717.98,210.47,0,77.8,61.9,464.99,0.66,6.18,124.3,1419.09,80.4,0.77,155.94,0.14,67.41,0.13,766.83,4535.78,330.65,5.23,215.57,125.46,4.74,0.03,163.96,222.16,155.19,17.06,307.77,435.02,2584.91,0,1186.74,387.64,1128.45,5.17,678.77,65.28,49.39,89.23,108.33,2.6,11.41,889.6,76.67,66.89,927.65,0.52,0.33,6.02,0.21,1074.72,0.29,241.36,10.78,1.53,0.02,72.98,66.67,70.46,0,93.5,296.51,98.04,3.18,2.03,83.69,23.14,520.19,25.81,722.06,51.75,195.44,191.24,647.67,2.45,865.61,153.71,87.06,25.91,1.06,6.79,161.53,83.34,1.97,388.88,0.56,222.48,277.78,2095.66,547.79,53.09,222.97,423.59,0.25,514.05,119.56,229.38
"382","HPSI0214i-eiwy_1",111.36,866.01,189.87,23.27,0,82.28,41.77,317.49,0.38,0,1.34,44,1.91,1.47,149.71,0.19,140.41,0.17,475.36,3249.92,523.32,1.09,357.58,273.38,0.08,0.08,124.31,62.87,163.5,1.48,10.55,499.55,1348,0,830.82,308.3,1009.44,1.93,857.82,3.96,4.68,98.46,112.96,1.83,0.51,588.97,104.8,102.96,488.07,0,1.17,2.27,0.05,747.68,0.28,130.95,1.87,0,0,0.89,62.1,0.47,0,85.38,0.45,120.7,0.67,0.05,171.61,0.03,341.3,139.85,1015.78,12.14,109.71,203.81,1485.82,2.73,634.73,131.43,114.72,1.49,0,1.53,107.43,161.18,1.32,252.45,1.45,149.77,265.3,3124.46,439.69,86.62,228.58,676.14,0.17,72.93,111.3,113.51
"383","HPSI0115i-quze_4",47.21,904.38,96.64,34.64,0.02,43.11,45.92,200.11,0.22,0.29,1.71,28.36,0.4,0.39,58.7,0.1,28.45,0.12,324.14,2968.65,598.21,1.66,528.58,240.94,0.09,0.06,182.49,173.54,35.89,1.39,8.66,630.4,216.09,0,99,186.22,772.34,0.91,1714.3,0.86,3.25,80.01,66.13,0.65,0.7,147.68,94.61,114.3,84.68,0.04,0.37,6.41,0.1,780.34,0.25,281.86,0.47,0.08,0,0.95,29.77,0.16,0.07,83.33,1.37,122.29,0.42,0.37,78.26,0.04,89.24,245.1,1082.86,4.91,55.52,304.76,2015.49,0.63,421.88,42.3,34.63,1.56,0,0.34,32.29,55.9,1.04,302.33,0.45,32.52,130.35,7533.44,184.49,93.54,171.9,1170.3,0.04,75.41,179.58,51.89
"384","HPSI0514i-oupf_5",81.65,977.36,312.76,36.03,0,124.83,64.4,376.01,0.6,0.87,27.33,138.94,6.86,1.66,148.83,0.18,148.6,0.12,797.54,4249.17,735.71,1.6,575.48,248.1,0.29,0.04,139.22,221.96,210.04,5.18,26.47,735.51,2451.53,0,1208.3,333.39,820.73,1.91,1255.48,6.76,6.78,117.93,68.24,1.88,1.41,829.37,150.57,153.46,763.41,0.13,1.22,2.41,0,1042.02,0.08,128.65,1.84,0.22,0.22,3.03,76.4,4.63,0.23,27.69,9.45,162.91,0.77,0.2,197.21,1.5,467.39,102.97,984.87,29.67,122.77,172.19,814.37,2.84,479.92,117.08,100.47,3.07,0.32,2.29,101.71,157.18,1.69,439.7,0.53,166.92,189.63,4714.96,401.52,112.7,221.04,566.44,0.09,67.43,90.52,138.24
"385","HPSI0514i-wiii_2",40.11,654.93,241.34,26.2,0,100.44,78.98,317.68,0.33,0,0.59,38.83,1.59,1.45,132.89,0.11,86.92,0.05,647.7,5236.46,532.39,0.98,503.71,129.64,0.27,0.04,97.17,145.29,112.21,1,6.85,517.96,2629.39,0,1480.02,381.36,1045.83,1.54,1002.01,13.12,13.91,94.11,92.79,1.98,0.76,1081.16,94.04,89.28,865.39,0,0.38,0.46,0,1011.38,0.3,257.81,1.86,0.05,0,0.02,52.34,0.53,0,36.34,0.61,104.28,0.33,0.09,107.32,0.07,666.63,27.09,830.57,23.87,115.4,183.4,736.6,1.09,490.3,108.45,84.28,12.93,0.13,8.81,96.18,121.15,1.61,454.48,1.11,230.34,213.07,3117.18,327.52,78.19,229.43,688.78,0.1,67.13,126.47,127.33
"386","HPSI0314i-bubh_3",61.07,735.25,255.63,20.38,0,182.59,107.57,375.93,0.59,0.35,5.66,263.66,2.95,2.75,107.29,0.13,159.41,0.11,899.8,6481.85,750.81,1.14,372.47,198.55,0.36,0.07,62.51,340.4,212.76,3.02,6.99,578.83,4647.2,0,2495.01,498.86,1458.93,2.72,1170.25,2.3,10.78,133.29,111.47,1.78,0.82,1713.83,126.47,122.06,1436.38,0.03,0.42,0.71,0.08,1730.16,0.03,137.46,1.51,0.05,0.06,0.39,141.92,0.59,0,129.62,0.91,116.87,0.81,0.28,119.51,0.07,1191.79,25.05,793.99,7.65,113.89,323.54,1412.52,1.89,481.8,136.62,108.8,12.63,0.72,5.2,109.68,163.63,1.15,644.4,0.58,419.01,222.11,4014.09,427.89,96.62,210.15,551.7,0.14,47.03,104.13,118.94
"387","HPSI0314i-uict_1",79.05,854.66,298.74,15.62,0,113.68,93.68,293.42,0.46,0.37,6.51,128.53,1.74,0.99,158.83,0.05,118.8,0.2,528.14,6461.27,442.56,3.01,567.97,373.2,0.2,0.08,100.57,348.05,162.95,2,16.07,712.14,2250.6,0,968.34,316.72,840.2,2.03,865.75,3.86,11.99,125.56,96.33,0.96,1.43,645.8,126.89,100.98,665.32,0.06,0.58,7.15,0,1643.48,0,227.02,1.33,0.07,0.08,0.54,50.37,1.18,0.04,26.76,3.19,108.21,0.63,0.44,179.21,0.22,422.65,144.23,1049.55,8.74,141.61,242.23,786.23,2.81,485.85,96.74,151.37,7.12,0.22,4.11,72.23,118.53,1.68,690.6,0.71,200.61,188.05,4044.37,411.08,87.93,268.01,641.56,0.19,48.71,111.12,94.69
"388","HPSI1114i-ualf_2",108.61,1011.71,306.79,41.77,0,83.47,60.11,429.35,0.49,0.16,1.16,86.6,0.84,1.45,155.53,0.25,162.14,0.04,494.2,4310.28,564.81,1.2,298.56,263.18,0.1,0.08,110.51,226.32,179.75,2.85,11.44,684.5,4232.34,0.08,2036.98,459.79,911.88,2.24,1497.87,19.25,14.92,121.42,91.67,1.53,1.29,1299.01,125.56,110.39,1205.78,0.05,1.46,1.66,0.2,1180.41,0.21,164.25,1.65,0.08,0.5,0.56,45.35,1.3,0,29.38,1.09,148.36,0.49,0.51,131.78,0.07,771.81,152.4,892.01,18.9,114.36,182.14,805.89,1.64,578.45,96.32,109.93,4.61,0.13,3.64,95.15,207.3,1.39,380.43,1.87,368.79,195.14,5013.65,488.9,122.48,234.77,682.19,0.23,109.16,80.94,83.23
"389","HPSI1114i-kuul_1",47.61,571.24,285.98,32.94,0,39.86,186.3,258.44,0.2,0,0.31,43.47,1.52,1.59,50.3,0.16,59.31,0.04,661.81,9843.77,374.56,0.55,847.63,250.54,0.25,0.05,67.68,497.12,105.01,0.68,10.83,379.62,1428.16,0,710.62,256.72,1258.77,1.41,335.85,1.92,3.62,96.91,177.07,2.49,0.28,556.13,112.42,63.93,839.85,0,0.16,1.26,0.06,2894.49,0.21,88.91,1.87,0.02,0,0.21,36.04,0.55,0,33.66,1.49,88.15,0.85,0.22,150.91,0.03,397.82,82.38,971.87,4.05,143.78,205.81,2.65,0.87,534.61,128.13,188.49,1.95,0.1,1.69,68.92,66.52,1.66,1307.9,1.47,87.76,157.1,2896.23,367.55,59.42,328.95,1147.42,0.08,81.62,130.06,62.24
"390","HPSI0914i-yuvg_2",26.99,789.25,394.96,23.79,0.02,79.44,89.85,475.04,0.4,0,0.03,40.58,1.43,2.59,109.32,0.06,55.5,0,606.26,4908.24,366.79,1.88,214.32,101,0.24,0.05,121.7,148.04,232.54,0.67,13.63,362.72,1792.7,0,766.95,355.71,1606.94,1.05,819.74,12.37,3.78,104.22,128,3.91,0.47,659.46,74.66,67.39,566.47,0,0.28,0.14,0.06,1421.88,0.1,136.58,4.57,0.02,0,0.24,67.33,0.29,0,56.83,0.79,81.27,0.57,0,156.2,0.08,440.33,25.01,926.38,28.2,224.42,301.29,849.67,1.63,896.11,215.38,103.53,0.55,0,0.15,194.58,120.55,1.64,559.1,0.98,109.84,393.31,3208.06,334.83,43.13,222.55,695.22,0.07,40.81,125.17,273.2
"391","HPSI0215i-romx_2",19.72,784.04,501.81,36.19,0,89.19,126.37,529.96,1.22,0.16,11.8,255.47,8.89,0.3,131.09,0.19,102.9,0.1,894.26,7561.45,378.13,13.71,268.5,176.49,3.13,0.07,127.99,369.11,211.82,2.88,48.46,503.84,4385.26,0,1904.74,395.18,1061.2,4.32,612.55,11.6,15.3,97.46,211.74,4.17,3.16,1263.02,101.1,90.52,1492.94,0.1,0.56,1.94,0,1982.09,0,166.4,5.93,0.47,0.1,4.14,78.83,9.37,0,47.28,11.33,125,0.97,0.84,113.44,1.01,852.85,22.11,697.09,14.72,192.49,256.91,646.15,2.38,797.65,163.29,90.88,8.64,0.13,3.64,183.2,108.25,1.78,741.68,0.55,275.87,340.64,2391.91,407.81,69.64,229.06,404.06,0.22,82,104.88,253.22
"392","HPSI1013i-sebz_1",94.08,689.82,290.64,38.07,0,82.32,33.86,355.56,0.85,0,0.61,35.01,1.13,0.85,186.29,0.03,121.36,0.13,1021.39,3023.61,700.82,0.9,244.08,224.65,0.23,0.09,123.8,146.33,162.86,1.33,8.69,574.24,3086.75,0,1891.31,452.69,1258.3,3.06,902.65,6.76,11.52,78.49,37.1,2.12,0.24,1356.35,102.37,111.24,961.11,0,1.47,0.18,0.05,777.24,0.07,124.04,2.49,0,0,0.34,58.63,0.6,0,44.36,0.76,105.28,0.33,0.38,59.96,0.04,642.44,48.27,931.32,12.03,116.89,164.27,1556.95,2.37,645.71,163.88,107.55,8.9,0.23,5.75,118.21,130.78,1.46,284.04,1.4,328.28,315.04,2466.9,762.01,69.71,212.92,696.98,0.09,66.89,121.85,181.49
"393","HPSI1013i-wopl_1",225.24,706.73,189.3,17.12,0,167.24,59.64,298.84,0.29,0.32,9.63,97.5,3.92,5.65,113.04,0.11,110.49,0.48,745.21,3790.28,788.4,0.27,372.36,219.73,0.1,0.08,95.18,76.38,315.97,1.2,11.06,399.29,3352.38,0,1929.91,365.04,1501.52,1.42,747.39,1.99,6.75,93.02,81.64,2.1,0.71,1244.21,109.35,94.77,1082.19,0.07,0.68,0.71,0,907.98,0.08,86.17,0.89,0.06,0.24,0.87,203.67,0.96,0.09,50.96,3.44,72.45,0.3,0.09,250.98,0.63,756.25,54.14,882.27,5.52,117.47,476.43,851.97,1.9,694.74,142,107.16,28.98,2.88,4.92,126.39,171.08,1.45,352.87,0.82,403.56,282.73,2786.05,357.04,77.19,176.96,862.41,0.06,44.9,92.17,82.46
"394","HPSI0514i-xufp_2",43.25,670.67,241.83,11.78,0,82.17,115.51,555.19,0.66,0,0.49,46.73,2.56,0.98,236.44,0.2,111.48,0.09,594.48,9950.39,406.59,0.94,195.96,193.87,0.2,0.08,102.23,1444.87,246.21,0.84,13.3,598.34,1729.43,0.25,807.25,216.76,751.84,2.21,771.7,1.57,5.47,232.63,208.39,0.96,0.26,524.13,106.91,87.49,415.62,0.03,2.11,6.55,0,2172.03,0.14,102.4,4.07,0,0.26,0.05,69.35,0.43,0,104.38,1.48,142.37,0.66,0.08,155.9,0.11,261.51,77.31,703.79,31.29,118.09,162.25,519.41,1.93,861.27,118.9,133.5,3.1,0,1.48,158.31,289.76,1.51,877.93,0.35,138.01,280.23,2901.93,385.37,177.31,199.19,495.79,0.26,22.58,72.71,211.72
"395","HPSI0514i-yewo_4",113.55,960.27,159.9,21.67,0,59.6,52.23,305.41,0.36,0.16,1.03,32.86,2.08,1.35,102.53,0.21,128.24,0.29,339.94,3845.5,517.76,1.01,631.89,212.56,0.62,0.11,127.22,101.32,207.02,1.08,10.27,561.08,884.49,0.08,456.13,191.07,644.28,1.43,1656.68,6.86,3.13,88.98,83.6,2.38,0.52,403.46,102.01,91.98,257.5,0,1.61,6.95,0.13,1010.47,0,103.74,1.27,0.06,0.08,1.07,53.12,0.69,0,44.11,1.48,108.14,0.39,0.19,198.37,0.03,204.31,233.39,915.45,25.93,116.5,153.32,981.55,2.16,464.43,101.77,116.39,2.24,0.24,0.79,77.94,150.71,1.25,352.17,0.8,110.59,195.75,5827.88,307.72,101.73,175.96,773.41,0.35,85.23,94.78,79.97
"396","HPSI1013i-pamv_1",31.47,488.68,291.18,34.26,0,90.06,53.76,209.13,0.26,0,10.91,45.6,0.99,1.38,110.64,0.13,84.89,0,410.1,4035.84,706.19,7.85,446.66,153.19,0.24,0.07,33.61,99.6,80.43,1.26,15.41,630.04,418,0,300.17,330.64,1068.4,1.47,985.53,4.83,2.69,199.4,88.33,1.34,3.17,345.97,64.92,47.01,165.17,0.03,0.87,0.19,0,1100.17,0.09,69.17,2.76,0.39,0.06,0.41,38.37,0.77,0,64,1.05,109.33,1,0.5,177.5,0.07,126.57,24.2,775.91,10.52,112.39,340.07,692.34,2.82,453.29,134.49,127.69,1.05,0,0.33,57.09,60.51,1.33,404.75,0.72,53.42,206.98,2838.76,255.07,63.6,286.47,755.04,0.3,78.91,129.88,80.55
"397","HPSI0614i-uevq_6",90.06,1044.46,495.03,28.49,0.02,128.97,0,431.75,0.4,0.72,21.26,127.27,11.31,1.02,164.65,0.18,165.32,0.08,654.72,4.28,741.12,1.9,481.37,259.35,0.07,0.08,171.38,0.3,125.27,4.64,24.8,856.48,3781.68,0,1861.17,426.54,1060.29,2.1,1407.26,7.22,10.64,158.25,0.12,1.6,0.95,1362.67,151.03,143.01,1201.37,0.33,0.88,0.74,0.08,1.36,0.11,202.8,2.1,0.17,0.02,1.71,58.12,3.34,0.12,153.27,4.03,176.89,0.4,0.45,190.71,1.89,682.57,112.95,940.58,16.69,158.86,210.45,1495.89,3.1,563.02,180.99,138.27,6.75,0.16,4.54,119.19,169.3,1.39,0,0.94,458.28,186.28,5238.68,519.38,122.52,297.13,941.19,0.19,60.33,100.01,159.57
"398","HPSI1113i-ieki_2",63.32,726.66,404.58,31.99,0,175.07,132.8,406.2,0.25,0,0.17,51.08,1.86,2.52,137.55,0.15,158.79,0.23,743.01,8960.08,672.09,1.8,431.13,204.04,0.29,0.03,132.51,398.52,151.29,0.9,4.7,638.13,4015.29,0,2070.95,409.16,1016.16,2.01,1138.79,12.4,22.01,104.96,123.39,1.88,0.23,1575.07,109.23,103.73,1306.22,0.03,0.4,0.12,0,2203.22,0,181.08,1.92,0.05,0.28,0.11,63.69,0.64,0,107.15,0.82,133.43,0.23,0.24,34.85,0.13,929.46,40,702.12,19.71,111.29,141,691.72,1.16,459.12,119.15,89.69,3.86,0,3.85,81.47,124.91,1.36,797.13,1.69,381.93,186.11,4223.74,505.6,88.55,237.36,421.01,0.05,80.86,111.88,114.08
"399","HPSI0414i-gesg_2",117.5,887.97,282.1,19.05,0,101.14,65.51,441.74,1.11,0.48,9.79,132.89,3.65,1.71,153.32,0.49,135.16,0.27,386.18,5736.17,626.1,4.21,353.15,288.85,0.22,0.23,64.15,258.61,205.44,5.28,16.04,762.46,1468.19,0,821.18,456.18,682.09,2.02,1284.22,15.27,7.19,179.05,68.32,1.07,2.78,544.46,122.52,94.96,469.56,0.1,1.63,1.53,0.09,1451.94,0.34,114.82,2.47,0.04,0.3,5.73,54.01,1.6,0,309.04,3.72,155.43,1.28,0.35,182.16,0.23,371.4,102.02,686.8,17.77,126.97,249.14,742.8,3.2,495.17,107.22,106.4,9.35,0.75,7.37,83.46,125.16,1.24,536.17,0.43,177.68,154.61,3517.36,418.49,105.93,256.25,509.51,0.07,49.77,95.19,75.15
"400","HPSI0115i-uupc_2",100.76,829.18,220.49,41.07,0,108.7,118.9,434.03,0.77,0.07,31.43,200.75,3.86,2.1,143.56,0.16,143.86,0.25,441.72,7956.67,481.72,1.85,289.74,251.93,0.05,0.1,49.62,392.99,185.68,5.84,44.16,623.84,2936.26,0.07,1196.88,397.37,681.09,1.42,963.85,16.73,18.76,97.94,195.82,1.91,3.64,783.53,94.14,91.56,740.72,0.53,0.91,13.93,0,2090.71,0.06,222.48,3.78,0.18,0.24,3.98,86.06,1.48,0.58,39.72,2,112.12,1.28,0.77,97.13,0.07,520.44,131.18,916.7,35.39,150.99,247.3,706.47,3.15,506,102.34,132.56,2.83,0.11,1.69,82.21,98.03,1.42,769.02,1.13,224.5,187.35,3614.13,416.13,71.98,241.31,549.54,0.35,55.99,103.55,82.7
"401","HPSI1113i-qolg_3",68.11,705.31,233.65,26.88,0.02,98.17,72.94,297.63,0.68,0.13,0.57,36.91,2.04,0.89,120.41,0.23,157.52,0.19,718.07,4275.46,643.11,1.3,613.55,200.89,0.19,0.01,135.28,194.68,211.94,0.99,12.45,535.95,2267.89,0,1309.92,326.07,1191.42,1.24,1061.04,4.86,4.74,85.33,88.02,1.62,0.62,1138.86,92.59,97.59,766.92,0,1.1,0.45,0.07,1044.01,0,134.65,1.54,0.02,0.3,0.2,108.48,0.34,0,85.7,1.27,128.5,0.36,0.25,229.05,0,593.33,79.23,1011.97,19.81,120.66,225.87,1352.96,2.02,457.68,103.47,108.45,1.82,0,0.95,91.97,161.19,1.66,418.36,1.51,287.22,240.37,3294.97,488.71,65.71,244.19,740.1,0.23,55.12,100.84,104.33
"402","HPSI1113i-uofv_1",78.16,879.14,294.88,38.43,0,70.83,86.53,377.61,0.73,0,0.51,92.07,1.39,0.9,220.31,0.08,155.4,0,917.81,5138.09,609.57,0.83,444.52,249.27,0.28,0.03,49.49,277.41,173.77,1.98,5.76,625.8,3696.24,0,1944.96,468.74,1155.5,1.72,1330.56,27.9,27.94,89.35,130.39,1.52,0.61,1674.04,138.73,115.85,1134.15,0.01,1.04,0.5,0,1308.35,0.09,154.95,1.43,0.03,0,0.29,78.09,0.32,0,54.02,0.91,134.58,0.32,0.45,61.52,0.04,980.11,59.15,803.98,10.69,112.26,128.36,862.17,3.44,529.34,109.79,116.69,2.67,0.16,1.45,115.2,137.96,1.24,503.41,2.05,441.7,224.61,4585.7,683.22,121.23,203.03,535.06,0.15,55.08,113.34,150.63
"403","HPSI0514i-xufp_1",48.4,833.03,382.88,19.46,0.02,125.57,64.64,341.69,0.41,0,1.01,29.13,1.95,0.88,175.53,0.16,150.22,0.05,564.6,5734.87,613.86,1.03,222.24,208.9,0.14,0.12,157.4,808.95,127.94,0.88,9.18,765.15,2286.7,0,1063.01,310.12,1094.87,1.34,1133.07,1.28,2.05,160.86,113.58,1.31,0.4,693.84,140.34,121.19,584.28,0,1.2,0.16,0,1234.09,0.1,114.98,2.44,0,0.3,0.19,89.14,0.35,0.09,60.17,1.41,158.6,1.01,0.22,227.03,0.28,353.9,96.39,896.35,15.06,173.12,199.29,622.25,2.47,541.61,175.75,170.88,2.31,0.15,0.24,96.82,169.09,1.24,479.72,0.58,199.91,175.65,3021.25,540.54,108.63,260.6,544.22,0.21,29.91,90.83,156.27
"404","HPSI0214i-heja_2",42.56,792.39,297.37,28.64,0,181.07,75.16,332.24,1.06,0,0.82,42.69,1.36,1.59,115.86,0.09,138.54,0.19,471.19,4915.71,783.38,1.33,528.55,213.13,0.29,0.1,90.84,249.61,147.94,1.95,6.25,744.73,1546.13,0,943.54,391.69,916.66,1.98,1251.85,6.17,10.42,117.16,81.47,2.16,0.59,817.29,110.14,121.61,549.21,0.1,0.85,0.36,0.09,1227.31,0.09,113.09,1.69,0,0.02,0.2,55.77,0.75,0,57.4,1.28,123.4,0.67,0.95,132.16,0.06,451.43,50.98,759.87,11.98,109.5,131.22,1461.62,2.34,394.9,149.42,170.76,0.71,0,0.55,99.5,101.68,1.53,445.04,0.59,178.79,217.02,4225.11,293.58,79.77,252.72,599.91,0.22,70.12,95.49,81.43
"405","HPSI0614i-paab_4",43.91,866.9,313.92,38.74,0.02,90.52,83.48,372.74,1.19,0.99,66.91,558.37,7.41,1.31,125.74,0.22,172.12,0.17,565.86,7555.93,577.24,17.37,365.76,194.22,0.31,0.05,128.18,374.93,254.14,13.65,44.32,671.79,2958.56,0,1345.43,417.56,1018.03,2.79,1623.51,11.02,9.91,106.04,153.96,1.82,7.53,1008.39,99.83,114.51,841.06,0.28,1.14,3.38,0.17,2216,0.06,105.39,3.68,0.34,0.7,5.7,77,3.9,0.1,145.46,7.71,136.96,1.63,0.98,159.53,0.44,574.44,94.02,820.85,31.29,110.88,204.15,1538.59,2.52,418.59,90.5,80.51,6.96,0.5,3.35,96.7,136.02,1.5,644.76,0.41,274.91,191.68,4804.69,341.63,95.87,253.84,388.56,0.24,112.3,78.84,108.23
"406","HPSI0114i-kolf_2",59.71,865.23,516.4,22.88,0,118.73,31.91,349.94,0.47,0.08,1.77,160.54,2.03,0.45,186.07,0.02,131.96,0.18,764.6,2891.52,823.34,0.76,311.51,191.66,0.17,0.06,197.43,62.45,212.35,1.95,8.5,584.67,2666.59,0,1461.21,470.46,1345.45,3.2,742.71,6.45,14.72,96.01,49.76,1.82,0.76,1097.82,130.46,79.66,905.97,0,0.37,2.61,0,594.81,0,234.94,6.75,0.02,0,0.59,111.32,0.7,0.04,85.26,0.62,187.83,0.26,0.43,117.18,0.16,714.28,33.64,901.98,11.08,163.6,199.28,1372.34,0.88,666.85,238.27,105.3,24.73,0.14,17.01,132.78,105.94,1.25,222.73,0.71,434,252.37,3151.46,712.34,96.28,259.36,682.82,0.07,39.61,151.73,201.24
