"","X","RP1.273G13.1","AC016561.1","RP11.554L12.2","AC006499.7","OR2V2","OR7A17","POTED","FAM8A6P","RP11.413E6.2","AC140061.6","CRYGC","RP11.336F14.1","RP11.496I2.4","OR9G1","RP11.272K23.4","AC074008.1","RP11.393M18.1","AC008155.1","RP11.234P3.2","ABCD1P3","RP11.481H12.1","OR6C69P","SPINK14","CTD.2547E10.3","OR4A44P","RP11.324D17.1","CETN4P","TRIM64C","OR4A4P","RP11.588L15.1","RP11.533F5.2","RP11.438N5.2","AC011998.4","TRBV22OR9.2","RP11.347C12.8","RP11.748L13.2","AC018696.3","HMGN1P12","RP5.1121H13.1","RP11.158D2.1","RP11.814E24.1","HIGD1AP4","CTD.3216D2.4","MT1DP","AC096582.9","AC008171.1","RP3.419C19.2","TBC1D3B","LL22NC03.22A12.9","RP11.117L6.1","RP11.201O14.2","QRSL1P2","TMEM244","RPS17P1","OR8K3","RPS6P7","RPS8P6","SEPT7P7","TRAJ38","RP11.42D20.1","RP11.410C4.2","RP11.21C4.4","RP11.180I4.1","FAM90A19P","KLRC4","RP11.191A15.4","OR1L3","AC074290.1","RP11.244K5.7","RP11.16F15.4","RP5.837I24.5","AC104651.2","RP3.468K18.5","RPS7P13","RP11.428G5.1","RP11.731D1.3","CEACAMP11","CTB.179I1.2","AC093084.1","AC139712.1","RP11.665E10.3","NEU2","RP11.740N7.4","PNMA6B","HMGN1P28","HMGN2P22","RP11.129O7.2","AC007395.4","RP11.321E2.6","RP11.6B19.3","PRAMEF14","PPP1R26P3","RP11.61F5.1","RP11.809N8.6","TULP3P1","PHKBP1","RP11.777B9.5","RP11.740D6.3","HMGN2P10","RP11.56P9.4"
"94","HPSI1013i-wuye_2",0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.99,0,0,0
"95","HPSI0614i-qunz_2",0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.88,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.38,0.16,0,0,0,0,0,0,0.01,0,0,0,0,2650.51,0,0,0
"96","HPSI0215i-deyz_2",0,0,0,0,0,0.29,0,0,0,2.78,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.22,0,0,0.99,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,1651.54,0,0,0
"97","HPSI0614i-voce_1",0,0,0,0,0,0.14,0,0,0,0,0.06,0,0,0,0,0,0,0,0.98,0,0.1,0,0,0.21,0,0.07,0.42,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0.06,0,0,0.14,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.23,0,0,0,0,0,0,0,0.1,0.25,0,0,0.29,0,0,0,0.03,0,0,0,0,0,1586.64,0,0,0
"98","HPSI0114i-zapk_3",0.08,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.51,0,0,0,0,0,0,0,0,0,0,0,0,3942.55,0,0,0
"99","HPSI0215i-oilg_1",0.07,0,0,0,0,0.22,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.7,0,0,0.36,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,2.46,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0.59,0.41,0,0,0,0,0,0,0,0,0,0.57,0,0,4998.29,0.16,0,0
"100","HPSI0614i-qunz_3",0.06,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,1.1,0.19,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0.28,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.82,0.16,0,0.57,0,0,0,0.02,0,0,0.19,0,0,3210.42,0,0,0
"101","HPSI0614i-oicx_2",0,0,0,0,0,0.39,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.12,0.31,0,0,0.25,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.35,0,0.04,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.05,0,0,0,0,0,3791.07,0.11,0,0
"102","HPSI0614i-miaj_4",0.12,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,1.24,0.08,0,0,0,0,0.13,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.12,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,2601.51,0,0.37,0
"103","HPSI0115i-melw_2",0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0.69,0,0.19,0.54,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,1.81,0.21,0,0,0,0,0,0.11,0,0,0.78,0,0,0,0,0.03,0,0,0,0,0,2248.74,0,0,0
"104","HPSI0115i-uolo_5",0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0.24,0,0,1.21,0.08,0,0.12,0.1,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,1.03,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,2285.16,0,0,0
"105","HPSI1013i-sita_1",0.06,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1.3,0.07,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.11,0,0,0.15,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.43,0,0,2990.83,0,0,0
"106","HPSI0115i-payf_2",0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,3986.26,0,0,0
"107","HPSI0614i-lepk_1",0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.07,0,0,0.38,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.08,0,0,0,0,0,0.13,0,0,0.99,0,0,0,0,0,0.02,0.56,0,0,0,0.31,0,0,0,0,0,0,0,0,0,2292.15,0,0,0
"108","HPSI0714i-burb_1",0,0,0,0,0,0.35,0,0,0,0,0.06,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.07,0.56,0,0,0.27,0,0.24,0,0,0,0,0,3.08,0,0,0,0,0,0,0.13,0.58,0,0,0,0.04,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.08,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.05,0,0,0,0,0,2420.52,0,0,0
"109","HPSI1013i-kuxp_1",0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.24,0,0,0,0.09,0,0,0,0,0,1.25,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,2227.89,0,0,0
"110","HPSI0314i-xugn_1",0.06,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.25,0.76,0,0,0,0,0,0,0,0,0,0,0,0,1827.44,0,0,0
"111","HPSI1113i-hayt_1",0,0,0,0,0,0.08,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,1.94,0,0,0,0,0.77,0,0,0,0.06,0,0,0,0,0,0,0,0,0.14,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0.31,0,0,0,0.06,0,0,0,0,0,2168.57,0,0,0
"112","HPSI1114i-kuul_2",0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0.05,0.44,0,0.34,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.06,0,0,0,0,0,0.06,0,0,0.7,0,0,0,0,0,0.04,0.08,0,0,0,0,0,0,0,0.09,0,0,0.16,0,0,2802.57,0,0,0
"113","HPSI0714i-nufh_4",0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.07,0,0,0.27,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.02,0.36,0.83,0,0,0,0,0,0,0,0,0,0.24,0,0,3680.16,0,0,0
"114","HPSI0614i-ciwj_2",0.06,0,0,0,0.04,0.36,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.11,0,0,0.37,0,0,0.68,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0.45,0,0,0,0.07,1.21,0,0.17,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.03,0,0,0,0,0,1929.38,0,0,0
"115","HPSI0414i-ceik_2",0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.77,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.39,0,0,1.01,0,0,0.16,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0.02,0.35,0,0,0,0,0,0,0,0.03,0,0,0,0,0,3680.79,0,0,0
"116","HPSI0115i-tiku_3",0.06,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.54,0.01,0,0,0,0,0,0,0,0,0,0,0.04,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.07,0,0,0,0.81,0,0,0,0,0,0,0.19,0.82,0,0,0,0,0,0,0.03,0,0,0,0,0,2010.65,0.11,0,0
"117","HPSI0115i-iiyk_4",0,0,0,0,0,0.37,0,0,0,2.27,0,0,0,0,0,0,0.68,0.23,0,0,0,0,0,0,0,0,0.37,0,0,0.58,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0.05,0,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.07,0,0,0,0,0,0,0,0,0,0.36,0.69,0,0,0.69,0,0,0,0,0,0,0.24,0,0,2147.23,0,0,0
"118","HPSI1113i-eofe_1",0.07,0,0,0,0.05,0.15,0,0,0,0,0,0,0.08,0,0,0.91,0.76,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,1.66,0,0.16,0,0,0,0,0,0,0,0,0.32,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.09,0,0,0,0.19,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0.26,0,0,2741.32,0.17,0,0
"119","HPSI1014i-xiyh_4",0,0,0,0,0.04,0.05,0,0,0,0,0.13,0,0,0,0,0,0,0.23,0,0,0.11,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","HPSI1113i-qorq_2",0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.31,0,0,0,0,0,0.82,0,0,0,0,0,0,0.33,0,0,0.27,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,1429.11,0,0,0
"121","HPSI0514i-puie_4",0.06,0,0,0,0,0.2,0,0,0,0,0.06,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0.44,0,0,0,0.07,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,3560.27,0,0,0
"122","HPSI0414i-naju_1",0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.39,0,0,0.09,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.05,0.44,0.92,0,0,0,0,0,0,0,0,0,0,0,0,2955.41,0,0,0
"123","HPSI0314i-bubh_1",0,0,0,0,0,0.06,0,0,0,4.58,0,0,0,0,0,0,0,0.27,0,0,0,0,1.46,0,0,0,0.51,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.19,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1862.27,0,0,0
"124","HPSI1013i-jufd_3",0,0,0,0,0,0.11,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.06,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348.59,0,0,0
"125","HPSI1113i-qolg_1",0,0,0,0,0,0.27,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.25,0,0,1.12,0,0,0,0,0,0,0,0,0.04,0,0.7,0,0,0,0,0,0,0.04,0,0,0.23,0,0,0.54,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.13,0,0,1.09,0,0,0,0,0,0.03,0.13,0.5,0,0,0,0,0,0,0.09,0,0,0,0,0,1219.79,0,0,0
"126","HPSI0914i-vaka_5",0.06,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.11,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0.06,0,0.64,0,0,0,0,0,0,0.07,0,0,0.12,0.03,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.25,0,0,0,0,0.2,0,0,0.23,0.66,0,0,0.32,0,0,0,0.06,0,0,0,0,0,1456.93,0,0,0
"127","HPSI0614i-wihj_4",0,0,0,0,0.04,0.17,0,0,0,0,0,0,0,0,0,0,0.6,0.21,0,0,0,0,0,0.7,0,0.07,0.77,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.14,0,0,0.93,0.24,0,0,0,0,0.02,0.22,0,0,0,0,0,0,0,0.05,0,0,0,0,0,1774.61,0,0,0
"128","HPSI0715i-zaie_1",0.06,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0.11,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.26,1.06,0.24,0,0,0,0,0.02,0.23,0,0,0,0.34,0,0,0,0.02,0,0,0.23,0,0,2617.89,0,0,0
"129","HPSI0914i-zerv_8",0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.04,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1384.96,0,0,0
"130","HPSI0414i-sebn_3",0,0,0,0,0,0.31,0,0,0,2.74,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.94,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0.02,0.45,0.55,0,0,0.34,0,0,0,0.05,0,0,0.23,0,0,2422.19,0,0,0
"131","HPSI0714i-keui_4",0.06,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.26,0,0,0.97,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0.07,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0.01,0,0,0,0,0,3092.09,0,0,0
"132","HPSI0115i-qoog_6",0.07,0,0,0,0,0.31,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0.68,0.01,0,0.23,0,0,0,0,0,0,0.46,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,1.07,0.08,0,0,0,0,0,0.12,0.62,0.19,0,0,0,0,0,0,0.01,0,0,0,0,2687.01,0.13,0,0
"133","HPSI0115i-rehy_2",0.07,0,0,0,0,0.53,0,0,0,4.37,0.14,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0.21,0,0,1.16,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0.09,0,0,0.26,0,0,1952.73,0,0,0
"134","HPSI1014i-tuju_1",0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0.22,0,0,0.69,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,2.91,0,0,0,0.08,0.07,0,0,0,0.24,0,0,0,0,0,0.56,0.44,0,0,0,0,0,0,0.03,0,0,0,0,0,2347.66,0,0,0
"135","HPSI0614i-liqa_6",0,0,0,0,0,0.54,0,0,0,2.86,0,0,0,0,0,0.04,0,0.62,0,0,0.1,0,0,0,0,0.07,0.97,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.1,0,0,0,0.89,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0.04,1.29,0.15,0,0,0,0.07,0,0,0,0.11,0,0,0,0,0,0.11,0,0,0,0.31,0,0,0,0.13,0,0,0,0,0,2449.91,0,0,0
"136","HPSI0214i-wibj_2",0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,1.08,0,0,0,0,0,0,0,0,0,0,0,0,1427.5,0,0,0
"137","HPSI0714i-tosj_3",0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.53,0,0,0,0.11,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.15,0,0.06,0,0,0,0.06,0,0,0,0,0,0.09,0.7,0,0,0,0,0,0,0.02,0,0,0,0,0,1563.64,0,0,0
"138","HPSI0514i-yelp_3",0.06,0,0,0,0,0.36,0,0,0,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0.25,0,0,1.38,0,0,0,0,0,0,0,0,0,0.07,0,0,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.07,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0.68,0,0,0,0,0,0,0.46,0,0.03,0,0,0,0
"139","HPSI0614i-miaj_6",0,0,0,0,0,0.2,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,2.51,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.09,0.08,0,0.34,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2745.45,0,0,0
"140","HPSI1213i-tolg_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0.07,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.02,0.11,0,0,0.82,0,0,0,0,0,0,0,0,0,0,3228.61,0,0,0
"141","HPSI1113i-wetu_2",0,0,0,0,0,0.37,0,0,0,0,0.07,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.73,0.48,0,0,0,0,0,0,0,0,0,0,0,0.43,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.34,0.06,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,2609.72,0,0,0
"142","HPSI1113i-oaaz_3",0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0.17,0,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0.07,0,0,0,0,0,0,0.09,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4157.96,0,0,0
"143","HPSI0115i-jotn_4",0,0,0,0,0,0.03,0,0,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0.03,0,0,0.18,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.08,0,0,0,0,0,0.48,0,0,0,0.31,0,0,0,0.08,0,0,0,0,0,1583.78,0.12,0,0
"144","HPSI0514i-suul_1",0.11,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0.1,0,0,0,0,0,0.52,0,0,0.26,0,0,0,0,0,0,0,0.62,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0.07,0,0,0,0,0,2422.12,0,0,0
"145","HPSI1113i-dons_1",0,0,0,0,0,0.03,0,0,0,0,0.04,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.05,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.62,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,1673.2,0,0,0
"146","HPSI0114i-vass_1",0.07,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.29,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,1.43,0,0,0,0,0,0,0.03,0,0,0,0,0,1158.52,0,0,0
