"","Gene","ES_MeanTPM","IPS_MeanTPM","ES_Log2","IPS_Log2","Log2FoldChange","ABSV_Log2"
"53","OSTCP2",0.006,2.28015151515152,-7.38082178394093,1.18912969408078,8.56995147802171,8.56995147802171
"54","AC104395.2",0.001,0.37869696969697,-9.96578428466209,-1.40088421794981,8.56490006671228,8.56490006671228
"55","CCNYL2",0.001,0.370424242424242,-9.96578428466209,-1.43274957598479,8.5330347086773,8.5330347086773
"56","GATSL1",1.914,0.00548484848484848,0.936590829823938,-7.51033251693733,-8.44692334676127,8.44692334676127
"57","AL359195.1",0.00233333333333333,0.813848484848485,-8.74339186332564,-0.297167863668622,8.44622399965702,8.44622399965702
"58","GABRP",4.53233333333333,1538.97878787879,2.18025396898335,10.5877576314465,8.40750366246313,8.40750366246313
"59","RP11.64D22.1",0.000666666666666667,0.220545454545455,-10.5507467853832,-2.18085206817887,8.36989471720437,8.36989471720437
"60","RP11.346I3.2",0.00266666666666667,0.871151515151515,-8.55074678538324,-0.19900443329922,8.35174235208402,8.35174235208402
"61","C14orf64",0.00466666666666667,1.50072727272727,-7.74339186332564,0.58566181970765,8.32905368303329,8.32905368303329
"62","BX005214.1",0.582666666666667,0.00184848484848485,-0.779257315882645,-9.07944106645765,-8.30018375057501,8.30018375057501
"63","C2orf83",0.001,0.30269696969697,-9.96578428466209,-1.72405386248717,8.24173042217491,8.24173042217491
"64","RP11.617J18.1",0.00166666666666667,0.501666666666667,-9.22881869049588,-0.995199013736179,8.2336196767597,8.2336196767597
"65","AC003029.1",0.199,57.8646666666667,-2.32915966411844,5.85461077324243,8.18377043736087,8.18377043736087
"66","ATP1B4",0.000666666666666667,0.191787878787879,-10.5507467853832,-2.38241655161792,8.16833023376532,8.16833023376532
"67","WFDC11",0.005,1.41021212121212,-7.64385618977472,0.495912186172808,8.13976837594753,8.13976837594753
"68","RP11.180C1.1",0.002,0.555090909090909,-8.96578428466209,-0.849204029092604,8.11658025556948,8.11658025556948
