,HMGA1,LIN28A,TERF1,ZFP42,ZSCAN10,HMGA2,SALL4,OTX2,ETV4,NR6A1,LIN28B,HES3,ZIC3,NANOG,ZNF93,FOXH1,MYCN,ZNF730,PRDM14,SOX11,label
333,51.67,0.03,12.32,0.01,0.07,0.01,0.2,0.08,0.23,1.4,0.29,0.03,0.48,0.01,0.86,0.28,1.92,0.12,0.0,2.1,0
200,1601.6999999999996,883.01,748.9599999999997,117.27,120.9,116.54,98.85,122.69,60.17,86.12,84.6,69.38,61.22000000000001,32.46,63.18,52.49,62.95,51.71,21.07,39.06,1
689,169.9,0.02,14.84,0.0,0.02,0.41,0.09,0.0,3.94,1.17,0.0,0.0,0.0,0.04,1.72,0.19,0.63,0.12,0.0,0.09,0
645,124.4,0.02,22.28,0.0,0.03,0.01,0.16,0.0,2.96,3.18,0.0,0.0,0.0,0.02,1.54,0.14,0.47,0.36,0.0,0.0,0
89,1545.9,698.15,667.11,94.29,165.72000000000003,113.25,70.78,38.19,99.43,87.65,65.15,45.86,20.28,42.09,57.93,41.62,51.18,39.74,15.95,28.18,1
459,40.25,0.03,21.0,0.0,0.37,0.0,1.22,20.63,0.67,4.08,0.0,0.0,23.63,0.01,0.71,0.48,1.14,0.14,0.0,0.22,0
378,75.2,0.03,19.79,0.0,0.1,0.36,29.63,0.0,19.04,23.94,0.01,0.0,0.03,0.06,2.6,0.37,5.97,0.13,0.0,0.0,0
533,18.59,0.0,14.13,0.0,0.02,0.03,0.35,0.02,2.23,1.21,0.0,0.0,0.0,0.0,0.69,0.2,2.28,0.11,0.28,0.0,0
98,1763.16,975.44,822.8300000000003,148.72,115.76,103.33,87.48,89.75000000000001,84.44999999999997,85.63,91.0,84.3,80.1,59.07000000000001,71.42,59.22,56.68,47.08,32.129999999999995,30.46,1
675,476.0,0.01,11.35,0.0,0.14,0.01,0.01,0.01,18.71,2.82,0.0,0.0,0.02,0.0,6.04,0.31,0.02,0.91,0.01,0.0,0
485,47.68,0.0,11.4,0.0,0.04,0.01,0.21,0.3,4.38,1.12,0.52,0.0,0.45,0.01,0.6,0.4,0.82,0.15,0.0,1.97,0
434,32.01,0.02,17.06,0.02,0.23,0.01,0.21,0.0,5.54,1.69,0.02,0.0,0.0,0.02,1.4,0.0,0.2,0.11,0.0,0.12,0
262,1983.72,727.4200000000002,383.38,118.9,125.73,91.08,61.1,26.15,121.32,71.95,56.45,29.39,78.36,76.06,53.01,47.62000000000001,63.51,18.090000000000003,20.39,15.67,1
93,2007.64,647.55,428.57,107.36,164.55,101.49,51.86,17.33,128.63,83.09,52.34,11.46,12.65,87.19,55.59,40.58,53.34,21.96,16.82,14.93,1
181,1969.7,953.36,873.0400000000002,131.03,131.79000000000002,104.67,102.72,101.29000000000002,70.56,62.26000000000001,78.81,134.42,150.77,60.68,73.92,77.54,76.59,46.66,71.08,33.67,1
478,59.83,0.02,10.2,0.0,0.15,0.03,3.26,0.0,7.61,3.98,0.0,0.0,0.03,0.01,1.35,0.24,0.1,0.23,0.0,0.0,0
79,1834.96,590.7,444.29,116.52,184.31,123.09,66.76,22.16,135.45,85.86,64.38,37.05,21.31,82.96,56.21,59.17999999999999,69.5,31.290000000000006,20.28,17.1,1
577,23.02,0.0,26.03,0.0,0.03,0.11,0.32,0.02,1.79,3.65,0.0,0.0,0.0,0.01,4.04,0.02,0.63,0.05,0.0,0.02,0
500,33.45,0.0,12.0,0.0,0.02,0.01,0.1,0.02,1.42,1.65,0.08,0.08,0.87,0.05,0.68,0.5,3.13,0.18,0.0,2.52,0
82,1345.2,601.61,906.02,79.52,139.59,201.1,57.63000000000001,21.23,194.98,72.74999999999999,116.76,89.51,52.2,238.63,64.3,75.67,39.98,57.56,30.49,49.4,1
151,1571.52,845.4000000000002,693.7500000000001,161.38,113.87,126.14,85.6,89.32,84.05,112.0,95.29,72.1,59.88,38.32,66.16,47.33,58.97,49.37000000000001,17.7,37.66,1
518,12.08,0.03,14.44,0.0,0.06,0.22,0.28,0.0,2.02,1.34,0.0,0.0,0.0,0.02,0.62,0.05,0.86,0.21,0.0,0.72,0
59,1754.3200000000004,987.91,779.7400000000001,137.22,98.81,142.67000000000004,128.19,198.96,35.44,113.22,108.17,111.81,89.85,93.46,67.25,60.90000000000001,56.55,42.25,55.38,43.19,1
588,24.52,0.01,20.39,0.0,0.04,0.0,0.03,0.14,0.1,1.37,0.0,0.0,1.16,0.01,0.21,0.0,5.26,0.19,0.0,2.46,0
353,57.65,0.01,26.04,0.0,0.51,0.0,1.25,19.99,0.74,3.88,0.03,0.18,24.81,0.0,0.99,0.71,2.0,0.07,0.0,0.23,0
444,59.58,0.0,29.09,0.0,0.26,0.07,1.12,0.0,46.53,1.94,0.0,0.0,0.0,0.01,5.37,0.63,0.66,0.76,0.0,0.34,0
447,356.3,0.0,9.34,0.0,0.0,0.01,0.14,0.0,6.34,2.33,0.0,0.0,0.0,0.0,1.0,0.32,1.53,0.14,0.0,0.0,0
155,1711.26,961.16,789.79,140.16,118.46,137.46,97.42,129.57000000000002,65.78999999999999,83.26,93.93,117.58,110.09,63.12,63.98,63.2,66.88,40.06,48.08000000000001,35.28,1
234,1928.57,943.24,1158.09,134.96,155.67000000000004,97.17,105.71000000000002,33.01,120.71,80.49000000000002,79.08,61.91,127.86,72.37,64.11,67.51,61.22,39.24,41.55,23.69,1
548,13.32,0.01,26.89,0.0,0.05,0.04,0.02,0.0,0.58,0.64,0.0,0.0,0.03,0.01,0.86,0.2,0.4,0.21,0.0,0.02,0
61,1445.16,1106.86,784.9599999999998,125.67,107.36,112.27,101.09,192.36000000000004,46.73000000000001,58.32,77.95,120.02,75.88,32.69,60.73,78.26,63.48,37.4,38.07,17.5,1
32,1243.63,681.36,722.37,104.39,106.05,78.03999999999998,88.4,92.19,32.14999999999999,51.76,58.11,70.22,58.45,95.48,61.7,72.07,44.15,32.690000000000005,36.34,12.51,1
339,353.8,0.0,9.65,0.0,0.01,0.05,0.09,0.0,7.84,1.62,0.0,0.0,0.0,0.0,0.97,0.05,0.42,0.2,0.0,0.0,0
235,1574.51,829.66,594.2599999999999,125.78,93.62,155.76,100.61,131.86,51.17,79.98,89.03,47.38,58.19,48.2,64.27000000000001,51.99,51.92,51.790000000000006,29.8,62.17,1
99,1604.39,919.37,887.2299999999998,103.62,116.14,96.08,83.62,89.24000000000002,75.57,78.14,79.15,74.06,67.94,78.96000000000002,65.63,61.0,52.48,45.26000000000001,29.9,26.22,1
111,1594.1900000000005,875.67,551.73,121.75,124.02,128.75,82.71000000000002,87.90999999999998,104.45000000000002,97.54999999999998,96.77,52.48,37.87,82.76,74.95,45.27,49.29,48.83,19.6,36.43,1
142,1462.7299999999998,928.65,616.7399999999999,132.45999999999998,125.78,112.58,108.88,99.76,72.42,87.3,101.5,94.53,64.38000000000001,77.37,62.48,61.22,55.84,42.21,33.38,41.08,1
451,197.6,0.11,15.42,0.0,0.28,0.17,1.05,0.0,13.53,2.33,0.0,0.0,0.03,0.0,1.79,0.92,2.14,0.04,0.0,0.0,0
427,513.1,0.05,11.4,0.0,0.03,0.78,0.26,0.0,16.87,1.44,0.0,0.14,0.05,0.0,1.11,0.08,0.16,0.36,0.0,0.0,0
307,1738.44,951.02,929.4,119.17,115.49,110.65000000000002,74.81,68.13,79.72999999999998,102.12,80.27,56.61,47.55,31.66,61.48,56.76,42.37,35.97,21.86,32.01,1
549,23.92,0.05,15.91,0.0,0.1,0.29,0.36,0.0,1.74,4.21,0.02,0.0,0.0,0.01,1.29,0.29,1.0,0.09,0.0,1.36,0
431,350.2,0.01,5.71,0.0,0.03,0.0,0.0,0.0,4.4,1.94,0.0,0.0,0.0,0.0,0.49,0.05,1.55,0.03,0.0,0.0,0
203,1361.9899999999998,667.98,368.76,86.92,114.46,128.1,74.75,48.50000000000001,105.73000000000002,63.07000000000001,74.34,12.43,41.12000000000001,158.68000000000004,49.69,57.81,34.09,35.33,29.32,22.33,1
348,200.4,0.0,10.77,0.16,0.1,0.01,0.47,0.0,10.08,2.3,0.0,0.0,0.0,0.02,1.25,0.22,0.74,0.0,0.0,0.01,0
536,12.13,0.01,13.32,0.0,0.03,0.01,0.06,0.0,0.18,1.0,0.02,0.0,0.0,0.0,0.97,0.03,0.59,0.08,0.0,0.16,0
530,9.65,0.0,18.18,0.0,0.06,0.08,0.25,0.0,0.08,0.32,0.04,0.0,0.02,0.0,0.44,0.1,0.53,0.06,0.0,0.3,0
584,123.6,0.0,9.94,0.0,0.0,0.34,0.1,0.0,3.03,0.66,0.03,0.0,0.01,0.02,1.38,1.62,10.23,0.02,0.0,0.03,0
277,2218.94,897.21,383.44000000000005,126.76,146.97,78.01,91.69,76.58000000000001,83.25000000000001,57.58,61.46,145.47,132.15,52.93,56.36,71.89,68.9,26.18,25.07,23.56,1
9,1530.62,672.16,761.56,130.03,125.12,124.44,71.62,76.61,55.17,71.28000000000002,63.03,44.29,41.33,74.6,66.28,58.32,50.39,32.95,23.02,22.52,1
102,1384.57,700.0999999999998,411.72,102.0,87.41000000000003,124.43,89.07000000000002,128.13,66.79,75.21,84.49,58.42,46.55,86.41,69.2,33.74,50.63,50.98,18.72,58.58,1
81,1574.85,716.0,393.69,103.31,78.53000000000002,75.59,71.71000000000002,101.87,64.61,68.29999999999998,53.2,55.25,37.14,42.38,58.94,42.98,50.88,30.4,17.57,22.38,1
571,7.16,0.0,18.75,0.0,0.01,0.0,0.11,0.0,1.06,0.73,0.0,0.0,0.01,0.06,0.96,0.08,0.33,0.0,0.0,0.0,0
578,19.76,0.0,30.16,0.0,0.07,0.1,0.04,0.0,2.58,0.91,0.0,0.0,0.0,0.09,2.2,0.16,0.56,0.45,0.0,0.05,0
39,1890.81,754.16,419.28,103.59,155.70999999999995,112.88000000000002,66.39,42.73,129.65,61.67,73.31,156.2,82.44,155.0,51.09,107.06,58.81,30.65,51.41,32.81,1
63,1471.66,776.13,620.4399999999998,99.77,156.02,110.43,84.62,41.39,96.54,111.64,76.63,52.56,90.8,63.29999999999999,54.95,39.85,64.63,29.49,16.950000000000006,32.13,1
8,1363.7399999999998,765.97,833.7799999999999,86.99,111.35,152.04999999999995,72.38,48.21,124.96,64.31,116.7,191.42,83.85,182.81,64.97,79.53,39.4,61.7,41.64,52.57,1
324,1460.9,802.78,648.93,138.12,130.59,98.39,68.49000000000001,38.71999999999999,79.33,63.81,70.92,50.67,61.31,66.57,61.66,40.81,56.99,38.67000000000001,21.69,17.48,1
315,1400.9499999999996,751.72,596.85,100.97,96.2,161.47000000000006,74.42,72.21,109.72,95.33,90.72,83.06,70.52,99.29,60.9,59.14,42.45,58.52,22.08,66.57,1
540,12.79,0.0,26.56,0.0,0.03,0.03,0.05,0.0,4.29,0.95,0.04,0.0,0.0,0.02,0.7,0.1,0.1,0.22,0.02,0.0,0
604,1429.0,0.03,23.87,0.0,0.0,14.0,0.14,0.0,45.49,0.19,0.01,0.0,0.0,0.0,1.6,0.64,0.02,0.26,0.0,0.09,0
124,2061.61,959.97,425.44,148.3,181.49,84.47000000000001,98.26,61.09,113.10000000000002,145.31,45.84,38.65,32.1,108.86,79.09,65.50999999999999,68.58,30.22,27.35,20.28,1
681,14.16,0.0,4.55,0.0,0.01,0.04,0.98,0.0,0.46,1.71,0.01,0.0,0.0,0.02,0.9,0.0,0.0,0.02,0.0,0.0,0
499,60.1,0.0,11.11,0.0,0.15,0.04,0.08,0.06,0.78,1.24,0.13,0.0,0.3,0.0,0.32,0.1,2.63,0.54,0.0,1.02,0
347,23.34,0.0,20.93,0.03,0.03,0.03,0.26,0.14,0.9,0.72,0.09,0.13,0.47,0.03,0.92,0.05,10.45,0.46,0.02,2.21,0
94,1836.4700000000007,801.27,530.4099999999999,120.83,139.47000000000003,97.51,70.11,47.89000000000001,99.28,80.65,61.48,39.58,52.38,91.18,56.12,48.88,66.26,22.26,23.45,20.44,1
600,22.19,0.0,16.77,0.0,0.03,0.09,0.2,0.0,1.62,1.08,0.0,0.0,0.0,0.03,1.36,0.23,0.73,0.03,0.0,0.05,0
346,62.2,0.04,34.59,0.04,0.04,0.32,0.3,0.0,11.31,2.97,0.0,0.0,0.0,0.17,0.64,0.0,6.21,0.03,0.0,0.01,0
77,1802.11,788.3799999999999,822.65,135.85,119.94,112.46999999999996,71.99000000000002,52.67,83.92,87.06,75.16,46.54,48.35,70.88,57.54,60.91,64.6,36.2,20.71,25.95,1
23,244.41,236.12,667.6600000000002,15.39,52.45000000000001,20.12,13.4,18.3,14.9,24.24,6.08,12.41,6.49,9.91,14.759999999999998,18.08,6.28,4.799999999999999,5.98,9.91,1
251,1435.0700000000004,608.25,556.04,85.50999999999998,136.02,71.85,71.18,31.39,78.26,64.85,41.98,61.16,32.08,68.36999999999999,61.09,71.21000000000002,42.3,32.510000000000005,24.32,7.86,1
576,16.18,0.03,19.97,0.0,0.08,0.07,1.15,0.0,3.16,5.47,0.0,0.0,0.0,0.02,3.0,0.24,1.95,1.52,0.0,0.07,0
654,54.65,0.03,20.46,0.0,0.13,0.03,0.2,0.0,0.62,1.63,0.37,0.0,0.78,0.0,0.57,0.32,3.85,0.19,0.0,0.51,0
328,2100.75,727.04,574.64,149.05,195.3,111.10999999999996,69.75,64.13000000000001,115.82999999999998,92.19,59.13,47.51,28.92,74.9,50.86,54.86,51.64,30.18,24.2,20.62,1
257,1889.61,724.46,623.4699999999998,149.23000000000005,139.19,106.52,80.24000000000002,76.22,82.34,63.28,63.34,51.41,62.07,76.16,58.44,45.93,61.16,18.38,38.11,19.73,1
76,1518.61,885.14,705.6600000000002,127.46,122.25,145.07999999999996,83.42999999999998,89.11,83.84,93.31,91.77,61.34,60.77,63.98,71.28999999999998,49.22,46.79,52.38,22.82,34.12,1
58,1537.8700000000006,1201.17,840.87,141.51999999999995,155.55,116.03,151.75,225.65,44.44,61.06,103.45,165.83,140.12,48.73,82.09,90.32,62.25,53.35,83.15,42.36,1
335,75.12,0.09,6.86,0.0,0.03,0.86,0.91,0.01,3.85,5.7,0.0,0.0,0.0,0.02,0.77,2.2,1.47,0.13,0.0,0.02,0
263,1730.7199999999998,1177.06,813.33,147.45,127.1,117.01,103.28,145.59999999999997,65.08,89.16000000000003,100.36,95.8,97.89,38.98,72.35,64.12,60.47,50.9,42.5,42.53,1
634,368.4,0.0,10.82,0.04,0.04,0.0,0.13,0.03,2.68,1.72,0.02,0.0,0.0,0.0,2.95,0.36,0.0,0.08,0.0,0.05,0
486,23.44,0.11,20.48,0.0,0.13,0.01,0.65,0.46,17.58,1.58,1.09,0.0,0.62,0.08,1.29,0.35,0.22,0.1,0.02,0.69,0
676,15.04,0.01,5.67,0.0,0.03,0.01,0.07,0.09,0.24,0.82,0.09,0.0,0.23,0.01,0.11,0.09,0.36,0.06,0.0,0.6,0
479,58.58,0.01,15.47,0.0,0.08,0.01,0.08,0.07,1.04,1.64,0.22,0.0,0.34,0.0,0.75,0.27,4.16,0.15,0.0,1.24,0
411,21.81,0.0,7.68,0.0,0.0,0.02,0.14,3.1,0.28,0.8,0.28,0.0,0.93,0.0,0.39,0.09,3.9,0.15,0.0,1.17,0
648,40.77,0.0,9.38,0.0,0.04,0.01,0.84,0.0,2.17,0.85,0.0,0.0,0.0,0.01,1.3,0.31,1.56,0.06,0.0,0.0,0
672,25.22,0.0,15.1,0.03,0.02,0.02,0.17,10.46,0.4,1.23,0.23,0.19,1.92,0.0,0.43,0.18,5.88,0.29,0.0,1.45,0
225,1319.53,471.62,487.58999999999986,75.61,125.38,93.38,62.63,23.6,143.32,126.26,57.16,31.72,15.84,55.29,26.65,22.79,56.64,48.46,15.739999999999998,34.3,1
525,64.87,0.0,16.52,0.0,0.0,0.03,0.15,0.06,1.58,2.22,0.4,0.0,0.36,0.0,0.6,0.39,3.45,0.19,0.0,1.08,0
374,64.45,0.01,37.26,0.0,0.25,0.0,1.25,23.15,0.89,3.9,0.04,0.0,31.65,0.01,1.75,0.48,0.85,0.36,0.0,0.24,0
10,1868.25,986.99,1020.89,153.57,136.29,95.23,110.49,158.97,54.88,80.04,96.72,60.37,105.51,65.25,67.64,103.67,60.34,50.39,62.43,31.76,1
593,51.21,0.03,14.26,0.0,0.06,0.01,0.2,0.05,0.56,1.39,0.08,0.0,1.36,0.06,1.51,0.38,1.53,0.33,0.0,2.46,0
28,1207.39,573.44,472.83,76.49000000000002,108.34,85.27999999999999,48.99,99.94,61.13999999999999,39.03,22.92,50.88,29.31,50.37000000000001,39.14,67.0,25.57,18.26,26.39,22.6,1
19,1250.36,751.3900000000001,438.32,42.88,123.46,141.87,88.11,70.62,129.12,86.25000000000001,93.46,202.33,155.07,124.55,15.86,62.39,57.08,33.2,36.31,48.61,1
159,2032.47,808.48,813.6199999999999,127.0,108.55,105.34,83.34,73.09000000000002,76.49000000000002,65.58,77.06,49.91,46.87000000000001,78.22,63.14,61.17999999999999,48.17,32.32,30.57,27.09,1
56,1783.5400000000004,501.25,267.05999999999995,64.97999999999999,90.31,148.93,59.88,37.02,129.19,93.07,63.19,33.81,24.53,52.87,52.79,44.19,40.4,47.27,13.3,56.49,1
