,HMGA1,LIN28A,TERF1,ZFP42,ZSCAN10,HMGA2,SALL4,OTX2,ETV4,NR6A1,LIN28B,HES3,ZIC3,NANOG,ZNF93,FOXH1,MYCN,ZNF730,PRDM14,SOX11
158,1824.56,1061.93,800.6,146.63,124.82,129.07000000000002,102.01,170.80999999999997,66.35999999999999,86.35,78.64,113.92,77.35,36.74,65.64,55.68,69.84,40.43,42.43,25.71
159,2032.47,808.48,813.6199999999999,127.0,108.55,105.34,83.34,73.09000000000002,76.49000000000002,65.58,77.06,49.91,46.87000000000001,78.22,63.14,61.17999999999999,48.17,32.32,30.57,27.09
160,1888.47,737.25,578.03,162.56,178.77,77.13000000000002,68.58,11.1,191.35,43.08,80.34,95.76,49.08,311.85,64.48,97.01,45.27,23.36,69.18,24.38
161,1581.44,1027.9,804.02,119.71,106.09000000000002,114.81000000000002,135.75,174.9,31.64,72.65,103.95,110.91,131.23,53.34,62.91,69.73,53.86,38.22,44.43,37.87
162,2068.33,1051.04,657.25,147.1,97.73,125.16,110.92,168.23,38.91,79.53,97.45,65.56,78.5,39.35,58.5,67.55,56.66,32.95,39.77,41.59
163,1706.5199999999998,825.03,896.14,153.0,152.86,134.7,79.52,68.85000000000001,84.31,98.09,88.49,54.27,38.76,86.46999999999998,67.59,52.86,54.97,38.83,17.97,20.27
164,1507.15,840.65,935.4100000000003,100.9,136.83,79.9,86.7,32.48,71.37,63.290000000000006,69.42,57.19,75.24000000000002,75.61999999999998,58.32,67.84,40.0,41.77,28.5,17.96
165,2191.24,866.99,472.15999999999985,117.27,123.89,77.97000000000001,84.73,118.1,57.53,62.32000000000001,59.88,127.08,103.83,41.41,47.69,71.61,57.7,22.59,32.43,23.66
166,1658.98,900.79,976.21,129.74,96.61,121.73000000000002,105.55,177.81,37.68,79.06,95.5,64.56,89.24,63.33,68.42,65.91,55.18,39.22,52.73,22.11
167,1572.3100000000004,898.32,803.5100000000001,128.49,113.64,100.61,87.39999999999998,106.23,63.46000000000001,78.05,81.56,86.93,76.49,65.74000000000001,68.27000000000001,49.23,53.21,49.09,21.54,31.84
168,1926.17,774.5500000000002,561.82,119.87,118.7,122.37,69.03999999999999,36.81,98.72,103.45000000000002,74.22,20.71,21.85,86.92,67.92,46.91,53.81,26.08,15.42,22.6
169,1352.68,691.6899999999998,1007.12,122.25,175.66000000000003,123.83,64.91,14.48,108.2,88.39000000000001,78.11,22.2,36.97,92.11,79.64,52.69,53.82,63.65000000000001,18.61,21.26
170,1525.4599999999996,942.25,377.86,105.77,88.28999999999998,112.29000000000002,121.37999999999998,199.64,41.40000000000001,77.07000000000002,75.81,100.2,118.07,15.65,57.92,48.92,45.58,52.83,19.540000000000006,37.5
171,1966.34,817.47,529.75,77.28,97.12,73.23,83.79,21.969999999999995,144.31,45.00000000000001,52.74,48.83,72.21000000000002,185.88,48.7,77.43,33.5,28.590000000000003,18.28,8.38
172,1575.6699999999996,544.69,434.36,100.55,130.85,129.65999999999997,67.08,62.95,115.44,142.64,67.96,38.53,12.4,102.01,78.58,41.87,49.46,62.6,10.81,32.14
173,1543.37,719.3,709.04,131.37,139.77,97.57,92.7,91.69,53.74,43.16,69.34,37.75,73.72,80.98,49.8,75.58,58.39,19.14,80.71000000000002,15.06
174,1698.29,791.52,558.04,100.1,101.45,104.83,94.17,113.95,47.99,62.07,83.42,63.58,68.27,71.57,63.55,49.55,57.79,36.14,29.43,44.19
175,1671.51,1293.56,781.93,121.07,103.43,101.23000000000002,132.79000000000002,199.25000000000003,39.17,84.33,91.57,179.46,90.54,44.59,59.76000000000001,88.64,48.98,38.37,46.17,50.41
176,1571.65,654.7,700.1500000000002,115.96,153.36,125.43,66.66,8.87,178.51,55.95,89.78,49.42,51.41,271.87,72.10000000000002,74.58,37.23,56.73,24.91,38.04
177,1455.4899999999998,577.16,336.76,8.49,148.45000000000005,105.24999999999996,57.82,47.36,96.56,108.69,49.1,41.72,32.93,25.76,47.99,42.25,61.21,15.03,7.1000000000000005,17.09
178,1419.71,575.74,410.12,68.21,148.63,141.77999999999997,74.82000000000002,40.0,95.07,110.97,72.36,43.33,20.3,56.56999999999999,49.34,34.8,62.8,37.03,9.77,40.65
179,1791.45,857.56,686.73,158.01,130.79,106.43,84.44,99.87,81.18,88.47999999999998,70.83,54.66,61.79,56.66,56.51,43.98,73.05,0.2,22.66,33.03
180,1633.9,761.3299999999998,634.1099999999999,77.2,171.27,162.57,69.39,51.19000000000001,106.36,118.94,63.16,24.64,26.08,42.24,51.92,37.22,61.75,49.12,13.44,29.46
181,1969.7,953.36,873.0400000000002,131.03,131.79000000000002,104.67,102.72,101.29000000000002,70.56,62.26000000000001,78.81,134.42,150.77,60.68,73.92,77.54,76.59,46.66,71.08,33.67
182,1772.34,1118.03,613.1899999999998,133.27,113.63,96.19,102.06000000000002,111.14,108.3,100.43,83.9,93.82,106.63,51.93,69.58,95.18,58.92,33.59,27.53,38.88
183,1943.03,944.49,609.4499999999998,127.19,102.73,90.29,95.74,108.29000000000002,75.44999999999997,54.88,76.2,92.5,118.9,90.24,59.34,58.82,58.12,40.82,29.29,35.41
184,1602.35,738.17,861.4799999999998,143.76,114.9,90.53,74.92,103.44,54.12,48.99,52.89,65.59,91.63,76.95,60.040000000000006,68.11,40.93,31.81,27.65,17.72
185,1940.52,816.57,406.82000000000005,128.23,148.9,80.12999999999997,63.36,47.33,115.69,56.13999999999999,55.5,79.85,56.74,81.41,56.71,59.81,64.86,24.04,21.87,19.7
186,1533.37,756.1099999999999,604.94,133.65,140.25,110.25,84.42999999999998,53.53999999999999,83.00999999999998,85.62,74.75,56.69,65.64,54.22000000000001,66.65,47.93,67.39,29.43,24.99,27.07
187,1684.41,925.18,862.9900000000001,130.93,122.07999999999998,112.07,94.5,90.68,69.46000000000001,86.64000000000001,86.41,79.37,84.05,41.07000000000001,59.540000000000006,60.22,49.49,41.29,31.41,23.4
188,1449.72,498.19,314.67,54.41,141.72,83.83,51.08,21.91,129.37,76.39999999999998,52.88,48.52,70.47,65.54,6.55,42.32,54.74,22.32,15.2,16.85
189,1811.86,934.48,753.15,145.25,127.19,112.03,103.05,80.89,75.5,83.17,82.55,64.71,97.56,84.28,63.21,56.91,63.73,24.02,40.52,26.88
190,1824.11,576.51,449.51,104.43,137.9,114.49,63.23,39.31,102.94,80.9,49.08,14.25,21.67,79.39,23.51,29.31,56.94,24.56,23.880000000000006,17.43
191,1816.36,1109.46,764.9699999999998,136.98000000000002,119.5,114.11,108.68,181.99,56.7,82.92999999999998,81.01,119.42,83.51,70.03,73.32,85.72999999999998,59.14,48.23,40.62,40.99
192,1142.42,470.38,549.9599999999998,101.19,166.87,49.03000000000001,50.35,65.41,51.85000000000001,23.49,30.02,69.09,74.75,55.83,33.96,96.65,49.23,6.7799999999999985,51.34,14.82
193,1787.58,890.74,895.24,134.93,114.83,99.69,88.14999999999998,60.13,83.39999999999998,72.58000000000001,84.19,71.44,153.3,75.56000000000002,53.26,67.52,58.93,30.61,45.8,25.98
194,2173.4800000000005,985.83,1223.38,222.03,194.7,100.4,113.52,38.74999999999999,106.85,70.59,114.59,26.42,65.9,155.09999999999997,79.67,61.89999999999999,109.85,28.14,52.75,30.45
195,1543.4099999999994,776.0699999999998,721.3999999999999,123.97,116.0,107.45,84.06000000000002,49.72000000000001,80.19,82.03,84.3,61.6,78.01,55.26,57.0,53.09,66.79,26.33,32.300000000000004,16.97
196,2150.39,921.21,889.8,130.03,102.52,97.03,102.15,83.17,81.17999999999998,78.22000000000001,81.89,123.22,103.34,59.71,60.34,68.59,64.72,37.51000000000001,30.95,35.01
197,1448.6,875.75,598.7799999999999,110.51,121.35,117.58000000000004,89.32,104.85,75.24000000000002,93.19,84.32,74.02,54.36999999999999,39.93,73.57,53.99,42.52,58.42,16.81,39.69
198,1540.15,656.5799999999998,367.3,80.52,134.54,90.54,81.5,152.10000000000005,72.61999999999998,60.59,58.0,117.97,144.44,33.13,1.61,58.77,60.91,23.21,23.43,27.28
199,1579.08,924.94,589.56,122.61,119.18999999999996,124.84,86.33000000000001,79.63000000000002,84.75999999999998,96.22,85.11,60.66,41.01,55.05,63.60000000000001,55.5,64.18,39.1,23.56,35.22
200,1601.6999999999996,883.01,748.9599999999997,117.27,120.9,116.54,98.85,122.69,60.17,86.12,84.6,69.38,61.22000000000001,32.46,63.18,52.49,62.95,51.71,21.07,39.06
201,1610.38,890.75,667.15,110.79,109.87,158.77000000000004,81.04,115.27,100.41,89.71,97.96,112.51,81.77000000000002,97.09,61.38,59.9,56.8,57.2,38.19,44.6
202,533.02,793.22,626.9200000000002,89.16999999999999,129.4,89.97999999999998,54.63,120.67999999999998,39.58,37.59,35.44,75.85,50.21,37.75,42.81,42.8,69.11,30.4,14.46,33.4
203,1361.9899999999998,667.98,368.76,86.92,114.46,128.1,74.75,48.50000000000001,105.73000000000002,63.07000000000001,74.34,12.43,41.12000000000001,158.68000000000004,49.69,57.81,34.09,35.33,29.32,22.33
204,1769.32,888.0,648.6800000000002,72.78,113.75,109.70000000000002,88.91,109.22,83.7,90.76,86.42,83.24,57.62,72.97,67.28,69.01,62.1,32.92,29.43,19.62
205,1970.92,1039.55,755.66,157.0,132.55,79.24,101.35,188.25,47.06999999999999,53.21,63.65,108.26,89.79,82.92,73.3,78.09,50.45,38.24,66.33,21.23
206,1797.1600000000005,1065.69,612.24,130.27,97.49,154.93,99.3,228.34,58.78,103.63,78.25,129.2,49.95,22.82,58.96,55.6,64.71,53.6,30.28,59.23
207,1747.94,800.0699999999998,393.52,122.58,81.58,88.58000000000001,70.73,133.57000000000002,55.68,82.82999999999998,58.8,37.67,37.09,47.28,65.07,45.5,47.11,27.53,20.94,23.5
208,1270.4600000000005,550.66,274.67,32.52,108.96,106.56000000000002,50.36,36.78,123.66,56.94,51.0,7.18,26.91,101.28,43.5,57.0,22.35,34.28,10.65,13.35
209,1851.46,1020.37,867.8100000000002,131.41,146.48,111.82999999999998,113.99,70.37,86.12,94.32,91.6,114.04,112.69,61.73,70.37,74.09,54.9,58.46,45.61,30.26
210,1836.37,865.8199999999998,673.02,82.86,127.7,103.64,82.00999999999998,40.06999999999999,122.07,91.83,70.99,26.75,87.56,71.05,0.8700000000000001,66.55000000000001,52.39,34.55,28.23,26.99
211,1480.1,828.11,510.26999999999987,117.2,124.01000000000002,111.38,93.24,70.53,84.4,94.28,87.07,82.83,69.08999999999999,41.97000000000001,73.75999999999998,48.21,49.38,42.24,25.48,38.64
212,1513.15,860.8399999999998,482.48000000000013,106.99,141.34,114.34999999999998,79.06,102.36,80.45,82.49,76.03,87.81,69.08,50.21000000000001,53.3,59.15,57.14,34.38999999999999,20.86,33.98
213,1340.1599999999996,687.05,543.59,112.2,138.64,119.18999999999998,63.32,33.33,131.3,65.15,88.05,107.5,71.84,116.6,44.18,73.73,38.18,42.28,42.99,36.34
214,1857.9,934.21,890.73,137.3,141.06,96.76000000000002,94.37,82.69000000000003,76.38,79.22,72.6,87.47,89.07000000000002,76.07,63.21,68.53999999999999,57.19,47.95,39.37,35.81
215,1581.9699999999998,591.5799999999998,265.8,63.4,113.90000000000002,104.78,39.74,11.83,110.78,77.49,43.57,15.25,31.22,65.66,37.95,29.07,32.67,14.370000000000005,6.2,12.83
216,1684.3300000000004,958.46,760.8300000000003,132.57999999999998,132.94,86.76000000000002,99.0,95.36,74.53,67.6,86.34,91.55,80.61,70.89999999999998,71.96000000000002,75.62,49.81,56.540000000000006,28.94,22.39
217,1678.91,1037.83,1032.31,178.57,146.03000000000003,106.63,110.99,105.63,69.23000000000002,78.85000000000002,102.08,95.45,101.84,67.87,70.58,68.32000000000001,70.23,42.42,58.49,36.54
218,1638.77,848.9300000000002,954.18,138.96,150.37000000000003,113.32,93.99,65.00999999999999,79.49,107.58,96.21,55.99,81.46000000000002,59.92,76.62,49.84,56.4,54.16,21.26,26.86
219,1769.13,1142.4,804.22,133.01,105.1,115.17,112.69,153.42999999999995,67.85999999999999,95.96,99.94,131.24,116.73,44.95,64.34,72.53,57.22,52.46999999999999,32.99,35.01
220,1731.95,606.6,518.09,100.72,112.93,108.06,67.39,48.59,85.16,59.10000000000001,61.03,68.36,39.43,81.41,57.89,56.15,40.28,34.46,25.22,13.43
221,1624.05,1008.2,729.6400000000003,118.79,116.11,95.38999999999996,128.36,132.75000000000003,67.31,78.11000000000001,84.14,97.32,139.93,66.73,60.65,69.85,70.15,45.27,69.99,37.06
222,1568.7700000000002,900.86,872.2699999999999,156.92000000000004,117.21,119.88,104.29,64.72,89.33,73.86,95.37,79.72,161.62,68.99999999999999,75.26,57.61,62.67,36.14,38.38,27.67
223,1729.67,986.25,774.9499999999998,139.33,118.66,108.86,115.76000000000002,137.29999999999998,58.16,85.21000000000002,93.65,112.78,81.41,52.90000000000001,75.88,69.21,69.71,56.2,52.13,35.78
224,1651.57,1025.31,627.52,131.66,102.67,148.58,114.3,195.2,54.38,87.71,88.92,126.14,137.76,36.91,73.5,55.89,61.96,51.64,37.16,57.59
225,1319.53,471.62,487.58999999999986,75.61,125.38,93.38,62.63,23.6,143.32,126.26,57.16,31.72,15.84,55.29,26.65,22.79,56.64,48.46,15.739999999999998,34.3
226,1719.3000000000004,809.8599999999999,622.8,131.07,113.87,93.04,70.92999999999998,36.93,81.68,71.53,68.36,48.81,50.22,64.14,55.10000000000001,38.85,55.04,37.86,17.23,21.21
227,1763.6799999999996,986.0,695.47,155.29000000000005,126.36,112.45000000000002,135.86999999999998,206.39,61.47,97.91,99.15,134.01,132.94,60.03,78.25999999999998,71.85,65.62,52.66,46.98,49.8
228,1643.87,913.52,878.0200000000002,122.32,115.10000000000002,103.9,105.6,99.03000000000002,72.11000000000001,62.18,83.08,97.58,144.37,70.71000000000002,60.47000000000001,68.47,54.88,43.29,56.23,34.04
229,1859.83,719.34,583.2299999999998,94.97,107.76,79.17,57.55,36.19,93.99,55.06,42.37,54.17,19.03,117.75,59.99,59.96,40.02,31.14,14.79,11.37
230,1122.39,570.3,574.2599999999999,73.21000000000002,151.62999999999997,107.00000000000004,51.22,24.97,134.94,24.83,46.43,130.14,58.33,187.17,54.1,89.50999999999998,35.58,49.51,45.66,31.44
231,1507.92,915.59,661.6199999999999,135.01,126.54,116.98,95.03,115.21,59.10000000000001,88.22000000000001,84.97,79.69,72.83,40.47,62.58000000000001,54.76,53.41,53.14,22.42,30.09
232,1357.84,598.87,600.1700000000002,80.08,167.9,84.11999999999998,70.94999999999997,33.57,87.27000000000002,57.4,36.87,40.32,17.07,89.99000000000002,59.64,54.92999999999999,35.56,39.42,16.93,14.31
233,1591.16,743.1,495.99,111.46,92.3,83.5,62.21,104.43,49.28,45.16,67.25,91.17,87.48,52.88999999999999,61.15,43.62,56.84,32.57,30.45,20.93
234,1928.57,943.24,1158.09,134.96,155.67000000000004,97.17,105.71000000000002,33.01,120.71,80.49000000000002,79.08,61.91,127.86,72.37,64.11,67.51,61.22,39.24,41.55,23.69
235,1574.51,829.66,594.2599999999999,125.78,93.62,155.76,100.61,131.86,51.17,79.98,89.03,47.38,58.19,48.2,64.27000000000001,51.99,51.92,51.790000000000006,29.8,62.17
236,2083.25,850.1700000000002,739.02,127.69,122.65999999999998,109.11,102.92,55.93,107.26999999999998,84.9,76.43,88.89,95.55,73.69,63.77,66.73,76.6,35.76000000000001,27.87,32.9
237,1854.0,785.8599999999999,734.12,128.42000000000002,128.20999999999998,94.29,82.34,93.07,80.66999999999999,77.0,58.29,71.17,46.81,46.19,59.5,60.9,52.88,39.14,21.22,33.15
238,1585.6799999999996,889.4399999999998,854.6099999999999,141.38,143.13000000000005,132.97,95.41,124.65000000000002,70.26,95.7,93.59,77.23,61.9,86.77,74.09,51.31,50.88,52.34,31.33,39.31
239,1540.1799999999996,634.57,433.43,108.65,176.4,95.04000000000002,77.64,60.28,103.57,78.27,68.3,83.13,88.69,66.72,54.03,51.11,75.56,27.06,22.7,21.3
240,1639.1,675.04,441.41,115.75,145.35000000000005,87.49000000000002,64.72,76.01,84.00999999999998,68.25,53.06,86.71,97.74,48.09,40.48,48.95,54.84,21.54,22.74,18.74
241,1667.74,748.39,624.41,95.41,83.2,161.62999999999997,85.06,161.76000000000005,54.37000000000001,102.73000000000002,92.49,41.27,51.99,41.7,63.5,39.14,49.5,36.27,26.11,44.42
242,1885.44,978.88,892.48,133.37,122.38,131.82,113.14,122.62,73.99000000000002,100.36,96.26,103.26,151.81,41.79999999999999,66.42,56.8,71.95,53.81,32.28,42.25
243,1752.31,1005.31,699.6800000000003,134.73,108.54,127.57,102.31,136.44000000000003,65.38,79.9,89.58,111.74,106.41,59.46,61.27,59.03,65.61,45.28,33.32,33.54
244,1566.62,942.86,890.7299999999998,124.02,113.33,108.93,97.34000000000002,97.63,63.36,87.64,91.3,93.24,73.78999999999998,47.74,69.24000000000001,75.36,53.93,32.07,31.97,27.79
245,1507.91,729.75,624.04,117.26,114.7,117.45,55.54,12.749999999999998,145.65,54.25,64.6,69.13,54.04,185.04,49.27,65.4,39.29,47.42999999999999,27.97,35.84
246,1834.15,820.61,587.54,131.35,106.5,123.08999999999996,105.96,176.36999999999995,78.52999999999999,113.53,72.09,133.73,33.63,40.77,79.92,56.75,77.18,38.94000000000001,28.99,50.68
247,1888.59,801.5999999999998,544.3100000000002,104.51,162.39,110.36,82.25,87.84,76.97,81.57000000000002,68.1,104.9,64.06,34.660000000000004,46.42999999999999,67.31,63.52,34.48,25.73,30.77
248,2024.77,472.28,155.52,35.3,103.0,52.24,26.57,20.43,171.68,62.3,17.95,22.18,29.79,45.35,2.06,55.61,33.77,6.749999999999999,6.5,12.14
249,1535.25,806.49,529.5200000000002,104.11,120.8,95.95,77.92999999999998,76.43999999999998,78.53,69.25,60.81,65.41,36.6,33.69,57.19,49.48,47.11,35.07,18.03,26.01
250,1747.85,1061.73,605.55,130.56,119.82,107.99,81.84,93.11,85.7,88.86999999999998,81.99,61.28,64.16,56.85,65.71000000000001,62.92,64.88,37.65,27.38,29.12
251,1435.0700000000004,608.25,556.04,85.50999999999998,136.02,71.85,71.18,31.39,78.26,64.85,41.98,61.16,32.08,68.36999999999999,61.09,71.21000000000002,42.3,32.510000000000005,24.32,7.86
252,1622.7,658.85,534.34,84.11,172.95999999999995,83.59,79.67000000000002,60.95,81.97999999999998,84.73,80.13,107.38,111.16,72.41,58.540000000000006,60.73,57.96,41.69,34.7,25.78
253,1648.67,1004.56,633.2199999999998,130.67000000000002,125.23,89.03,82.81,78.61,86.66,55.0,70.9,80.62,56.31999999999999,77.88,62.95,70.69,49.71,37.17,26.2,25.91
254,1683.9800000000002,836.16,669.0899999999998,134.04000000000002,98.04000000000002,112.8,106.68000000000002,141.09999999999997,41.22,88.5,105.4,67.81,61.24,87.57000000000002,77.97,48.88,47.47,35.75,42.48,35.77
255,1738.5599999999995,886.74,598.97,114.61,103.48,119.48,114.65,180.72,39.7,80.71,84.61,83.35,88.30000000000003,39.35,59.46,55.78,56.13,44.53,44.54,54.22
256,1723.81,896.5600000000002,801.7899999999997,143.73000000000005,137.16,91.04,116.07999999999998,97.15,75.63,84.13000000000002,88.31,86.7,80.92999999999998,54.19,73.97,72.21,51.27,46.89,44.17,29.97
257,1889.61,724.46,623.4699999999998,149.23000000000005,139.19,106.52,80.24000000000002,76.22,82.34,63.28,63.34,51.41,62.07,76.16,58.44,45.93,61.16,18.38,38.11,19.73
258,1564.7600000000002,831.76,558.6999999999998,120.22,122.7,84.85,88.92,101.82,71.00999999999998,54.48,46.11,107.01,77.33,35.37000000000001,62.37000000000001,60.43,57.18,48.65,29.42,28.86
259,1850.12,838.42,476.63000000000005,106.47,147.64,84.59,70.88,36.67999999999999,85.05000000000003,77.57000000000002,61.51,95.11,104.57,83.27000000000002,53.59,78.02,57.22,24.01,27.98,19.21
260,1561.23,855.75,575.21,115.41,131.34,97.18999999999996,95.56,134.7,59.7,50.84,48.13,120.84,58.66,38.26000000000001,65.58,57.25,54.81,44.55,32.83,34.93
261,1532.3299999999995,757.57,769.96,134.03,121.77,135.84000000000003,60.93,31.06,142.03000000000003,52.85,92.22,84.6,64.31,247.79,56.36,81.58,39.98,49.46,33.4,40.05
262,1983.72,727.4200000000002,383.38,118.9,125.73,91.08,61.1,26.15,121.32,71.95,56.45,29.39,78.36,76.06,53.01,47.62000000000001,63.51,18.090000000000003,20.39,15.67
263,1730.7199999999998,1177.06,813.33,147.45,127.1,117.01,103.28,145.59999999999997,65.08,89.16000000000003,100.36,95.8,97.89,38.98,72.35,64.12,60.47,50.9,42.5,42.53
264,1527.9999999999998,840.14,697.0100000000001,141.34,139.46,95.21,68.76,19.48,140.78999999999996,46.5,97.96,116.75,79.53,260.77,59.49000000000001,94.53,39.44,48.55,47.40000000000001,36.14
265,1731.97,660.16,360.28999999999985,109.9,153.68,79.21000000000002,61.24,35.63,125.22,74.39,52.2,62.35,41.97,89.64999999999998,67.85,52.64,60.05,25.81,20.82,17.46
266,1443.0700000000004,799.39,721.9900000000004,112.98,111.9,133.11999999999998,90.41,77.78999999999998,78.97999999999998,95.05,90.63,69.57,77.32,38.77,60.17,45.94,46.39,43.25,27.46,34.61
267,1582.3,905.8,770.8499999999998,147.56,92.14999999999998,118.45,97.74,204.33000000000004,39.49,81.96,103.43,74.5,68.30000000000001,92.68,78.1,49.790000000000006,54.36,44.53,31.73,32.0
268,1784.76,935.4,664.4799999999998,116.29,102.3,144.60000000000005,136.03,210.61,34.17,125.51,103.75,89.29,70.11,50.13,58.25,47.36,55.48,39.34,40.82,53.85
269,1524.87,834.21,677.66,112.58,122.11,120.86,86.26,64.88,91.48999999999998,97.6,82.01,59.81,71.37,43.33000000000001,66.35,53.43,58.53,51.27,25.33,27.51
270,1737.4799999999998,1011.69,689.6100000000001,122.63,100.0,106.13,97.31000000000002,143.65,64.67,86.58,84.15,96.12,75.72999999999998,53.64,70.91999999999999,62.64,57.19,43.67,26.29,39.85
271,1385.7599999999998,753.49,463.84,119.92000000000002,114.79,116.93,71.50999999999998,77.14,81.45,83.91999999999999,67.71,69.07,42.81,27.559999999999995,56.15000000000001,53.02,50.46,41.59,15.69,31.16
272,1578.58,849.1700000000002,765.5400000000002,47.5,122.28000000000002,116.48,82.23999999999998,68.22,79.67999999999998,92.06000000000002,74.63,44.2,66.74000000000001,43.13,56.84,52.75,47.24,49.0,25.790000000000006,19.2
273,1627.6,745.0699999999998,587.8100000000002,80.15,116.29,162.26000000000005,57.34,23.43,140.12,125.99,58.31,21.64,34.89,31.84,61.82,54.32000000000001,56.65,47.57,19.98,35.92
274,1543.7199999999998,838.7800000000002,778.7900000000003,103.9,89.79,138.57,98.52,182.65000000000003,33.02,82.96000000000002,95.07,74.33,87.44999999999997,55.35,62.84,64.55,53.78,43.61000000000001,46.1,29.83
275,1671.1,831.0600000000002,762.9300000000002,101.47,124.79999999999998,87.22999999999998,105.54,46.13,85.1,60.62,73.2,80.37,133.75,66.8,70.98,66.57,65.53,37.48,47.59,21.97
276,1432.7300000000002,626.15,478.85,111.81,115.23999999999998,86.78,62.99000000000001,45.14000000000001,119.63,53.25,73.28,160.45,66.32000000000001,140.1,51.01,53.32,52.24,27.930000000000003,31.72,22.65
277,2218.94,897.21,383.44000000000005,126.76,146.97,78.01,91.69,76.58000000000001,83.25000000000001,57.58,61.46,145.47,132.15,52.93,56.36,71.89,68.9,26.18,25.07,23.56
278,1491.64,757.06,524.34,90.33,121.96,124.49000000000002,73.65,104.04,80.82,80.91000000000003,68.15,82.66,51.76,41.6,63.88,49.19,49.96,41.56,19.73,34.14
279,1810.6,725.0,331.4,44.4,125.59,105.93,68.55999999999999,80.60999999999999,90.63,87.81,57.55,84.56,41.94,52.26,54.24,62.12,58.58,27.35,18.520000000000003,28.39
280,1597.8299999999995,705.62,449.46,163.96,153.71,68.63,75.08,25.81,108.66,53.5,29.25,9.83,15.62,66.67,67.88000000000001,53.21,53.17,14.01,26.86,17.15
281,1746.7900000000004,866.01,460.23,124.31,131.42999999999998,107.39,85.72,139.85000000000002,67.53999999999999,73.93,73.96,111.36,140.85000000000005,62.1,54.87000000000001,77.43,68.08,19.12,36.05,34.03
282,968.4,904.38,427.91,182.49,42.29999999999999,56.3,52.6,245.1,15.21,17.4,46.18,47.21,45.50999999999999,29.77,59.28,29.9,27.15,30.78,18.53,9.0
283,1676.0,977.36,665.4600000000003,139.22,117.08,107.69,86.19000000000003,102.97,73.87,89.40999999999998,103.18,81.65,78.92999999999998,76.4,70.04,51.35,57.56,48.27,27.86,31.34
284,1715.1,654.9300000000002,456.27,97.17,108.45,57.67,57.12,27.09,80.35000000000002,49.84,50.12,40.11,48.2,52.34,51.28,38.66,55.07,28.38,19.96,12.9
285,1420.88,735.25,606.48,62.51,136.62,123.5,72.19,25.05,133.3,73.41,82.58,61.07,106.59,141.92000000000004,57.52,74.86,41.64,42.42,33.75,32.82
286,1795.38,854.66,734.35,100.57,96.74,111.68999999999998,96.38,144.23,46.27000000000001,65.67,64.94,79.05,61.36,50.37,56.43000000000001,49.46,45.83,34.35,46.15000000000001,47.63
287,1764.4699999999998,1011.71,652.72,110.51,96.32,111.32,103.22,152.4,66.64,84.30999999999997,82.78,108.61,121.58,45.35,59.55,68.14,52.15,34.08,45.51,37.7
288,852.75,571.24,459.19000000000005,67.67999999999999,128.13000000000002,59.09,41.71,82.38000000000002,53.33,35.85,21.26,47.61,21.05,36.040000000000006,41.03,57.79,27.39,16.75,12.04,16.45
289,2173.55,789.25,268.25,121.7,215.38000000000008,52.59999999999999,58.87,25.01,130.45,100.64,21.85,26.99,7.439999999999999,67.33,76.03999999999998,79.78999999999998,53.19,16.889999999999993,13.78,13.45
290,1676.13,784.04,485.98000000000013,127.99,163.29,73.38000000000002,65.04,22.11,109.41,72.75999999999998,35.92,19.72,18.7,78.83000000000001,61.96,57.89,43.18,19.73,16.53,16.16
291,1787.7299999999998,689.82,607.73,123.8,163.88000000000005,71.01,79.60999999999999,48.27,78.35000000000002,43.12000000000001,57.01,94.08,80.24,58.63000000000001,52.3,66.69,44.96,25.98,33.22,12.35
292,1547.7800000000002,706.73,485.9,95.18,141.99999999999997,124.35,62.41,54.14,149.88,51.14000000000001,86.53,225.24,90.93,203.67,49.68000000000001,109.87,45.12,34.919999999999995,42.89,32.62
293,1581.61,670.67,565.53,102.23,118.9,82.42,84.36000000000001,77.31,55.17999999999999,98.73,58.48,43.25,33.55,69.35,56.19,82.18,47.32,44.74999999999999,32.03,19.67
294,1656.2099999999996,960.27,439.7000000000001,127.22,101.77,82.45,106.05,233.39,47.62000000000001,61.03,72.45,113.55,40.28,53.12000000000001,63.1,64.05,49.81,38.89,44.38,16.5
295,1783.4000000000005,488.68,304.85,33.61,134.49,100.25,44.58000000000001,24.200000000000006,148.64,94.54,38.34,31.47,15.5,38.37000000000001,18.69,30.78,53.32,34.29,10.24,21.4
296,2058.98,1044.46,976.64,171.38,180.99,120.78,103.91,112.95,66.34000000000002,108.07,92.47,90.06,78.22,58.12,81.15,71.19,60.41,62.81999999999999,34.58,34.41
297,1389.0700000000004,726.66,787.5,132.51,119.15,80.54,81.31,40.0,91.04,49.17,62.96,63.32,116.1,63.69,51.33,50.6,53.27,24.28,30.91,20.39
298,1916.22,887.97,667.8900000000001,64.15,107.21999999999998,131.48,85.57,102.02,83.83999999999997,109.06,84.72,117.5,65.99,54.01000000000001,58.19,54.92,75.3,47.1,46.58000000000001,38.94
299,1920.69,829.1800000000002,533.73,49.62,102.34,107.72,97.28,131.18,41.18,84.69,64.3,100.76,93.71,86.06,56.01,53.14,50.7,35.26,54.86,20.59
300,1679.14,705.3100000000002,529.7800000000002,135.28,103.47,82.08,71.28,79.22999999999998,73.56,60.91,68.09,68.11,41.97,108.48,60.94,43.81,58.04,24.71,40.22,21.43
