,HMGA1,LIN28A,TERF1,ZFP42,ZSCAN10,HMGA2,SALL4,OTX2,ETV4,NR6A1,LIN28B,HES3,ZIC3,NANOG,ZNF93,FOXH1,MYCN,ZNF730,PRDM14,SOX11,label
664,1581.61,670.67,565.53,102.23,118.9,82.42,84.36000000000001,77.31,55.17999999999999,98.73,58.48,43.25,33.55,69.35,56.19,82.18,47.32,44.74999999999999,32.03,19.67,1
120,18.91,0.01,5.02,0.0,0.0,0.11,0.73,0.02,4.3,1.78,0.0,0.0,0.0,0.01,0.84,0.08,0.02,0.04,0.0,0.0,0
533,2068.33,1051.04,657.25,147.1,97.73,125.16,110.92,168.23,38.91,79.53,97.45,65.56,78.5,39.35,58.5,67.55,56.66,32.95,39.77,41.59,1
142,37.24,0.01,19.58,0.0,0.02,0.01,0.11,0.86,0.41,0.66,0.05,0.0,0.57,0.02,0.85,0.1,3.31,0.17,0.0,1.89,0
510,1896.43,880.76,813.6899999999998,131.3,112.64,86.81999999999998,85.26,51.81,81.86,62.29,71.09,73.77,115.68,73.15,56.59,52.6,59.92,43.12,27.61,25.68,1
383,1749.53,801.94,637.19,94.01,125.9,115.29,71.46000000000002,37.3,89.68,96.59,58.75,37.02,47.17,54.23,52.79,34.53,49.73,39.38,18.94,23.14,1
405,1669.84,905.18,829.5300000000002,121.57,139.12,93.8,88.64,72.13,71.57,72.89,73.19,89.78,66.63,65.26,57.47,75.39,48.21,45.94000000000001,34.800000000000004,33.62,1
674,1599.74,792.39,400.57000000000016,90.84,149.42,121.5,77.03999999999998,50.98,100.49,97.69,73.59,42.56,59.23,55.77,52.32,45.57,46.94,32.37,13.7,22.28,1
78,7.05,0.0,1.96,0.0,0.01,0.03,0.03,0.06,0.14,0.13,0.04,0.0,0.61,0.0,0.12,0.04,0.37,0.03,0.0,0.42,0
419,1594.73,883.43,566.38,110.4,121.16,113.12,72.87,60.67,108.98999999999998,86.05,90.44,82.62,70.38,132.19,65.12,77.66,52.94,50.16,33.97,39.76,1
537,1658.98,900.79,976.21,129.74,96.61,121.73000000000002,105.55,177.81,37.68,79.06,95.5,64.56,89.24,63.33,68.42,65.91,55.18,39.22,52.73,22.11,1
189,63.97,0.01,14.06,0.0,0.03,0.01,0.11,0.0,2.92,1.47,0.35,0.1,0.75,0.0,0.48,0.23,3.3,0.23,0.0,0.45,0
560,1811.86,934.48,753.15,145.25,127.19,112.03,103.05,80.89,75.5,83.17,82.55,64.71,97.56,84.28,63.21,56.91,63.73,24.02,40.52,26.88,1
683,1576.78,803.23,713.67,143.43,128.48999999999998,116.07,70.69999999999997,14.09,154.55,69.03,97.4,67.5,63.01,214.26,63.21000000000001,62.12000000000001,43.79,40.58000000000001,42.91,39.8,1
44,64.45,0.01,37.26,0.0,0.25,0.0,1.25,23.15,0.89,3.9,0.04,0.0,31.65,0.01,1.75,0.48,0.85,0.36,0.0,0.24,0
440,1587.27,1044.94,662.1000000000001,126.73,83.93999999999998,111.35,112.41,177.75999999999996,34.46,80.75,117.38,126.61,116.01,69.33000000000001,71.73,62.34,51.11,45.06,47.76,41.36,1
98,131.3,0.0,15.19,0.0,0.05,0.11,6.6,0.0,1.11,2.18,0.0,0.0,0.03,0.08,2.75,0.37,4.96,0.31,0.0,1.63,0
403,1243.63,681.36,722.37,104.39,106.05,78.03999999999998,88.4,92.19,32.14999999999999,51.76,58.11,70.22,58.45,95.48,61.7,72.07,44.15,32.690000000000005,36.34,12.51,1
559,1449.72,498.19,314.67,54.41,141.72,83.83,51.08,21.91,129.37,76.39999999999998,52.88,48.52,70.47,65.54,6.55,42.32,54.74,22.32,15.2,16.85,1
467,1758.99,983.07,830.8900000000001,148.2,96.89,106.73,95.08,121.89,55.13,85.77000000000002,100.2,84.52,130.93,68.54,63.25,65.35,56.28,35.28,50.65,33.25,1
362,133.8,0.1,17.93,0.0,0.04,0.27,5.46,0.0,3.58,9.43,0.0,0.0,0.0,0.02,3.51,0.23,4.58,0.07,0.0,0.1,0
31,16.45,0.0,20.74,0.0,0.06,0.07,0.22,0.0,0.44,0.58,0.0,0.0,0.0,0.05,1.05,0.22,0.19,0.05,0.0,0.0,0
494,1641.28,628.56,586.99,121.64,108.24,70.97000000000001,48.57,28.81,76.66,68.47999999999999,52.92,14.85,20.6,74.81,62.16,39.89,45.55,27.21,19.26,12.02,1
581,1836.37,865.8199999999998,673.02,82.86,127.7,103.64,82.00999999999998,40.06999999999999,122.07,91.83,70.99,26.75,87.56,71.05,0.8700000000000001,66.55000000000001,52.39,34.55,28.23,26.99,1
450,1834.96,590.7,444.29,116.52,184.31,123.09,66.76,22.16,135.45,85.86,64.38,37.05,21.31,82.96,56.21,59.17999999999999,69.5,31.290000000000006,20.28,17.1,1
388,1703.93,1068.41,967.38,151.68,123.07999999999998,102.72,119.53000000000002,126.27,59.3,88.74,105.58,100.41,116.18,41.98,64.55000000000001,71.16,65.36,51.36,43.36,45.05,1
650,1810.6,725.0,331.4,44.4,125.59,105.93,68.55999999999999,80.60999999999999,90.63,87.81,57.55,84.56,41.94,52.26,54.24,62.12,58.58,27.35,18.520000000000003,28.39,1
41,22.48,0.0,21.73,0.0,0.07,0.1,0.27,0.0,1.53,0.72,0.0,0.0,0.1,0.07,1.22,0.24,0.58,0.03,0.0,0.01,0
106,20.83,0.01,21.34,0.0,0.0,0.05,0.22,0.04,0.96,0.55,0.0,0.0,0.0,0.03,1.88,0.0,0.52,0.02,0.02,0.04,0
464,2007.64,647.55,428.57,107.36,164.55,101.49,51.86,17.33,128.63,83.09,52.34,11.46,12.65,87.19,55.59,40.58,53.34,21.96,16.82,14.93,1
191,6.25,0.02,12.97,0.0,0.0,0.0,0.31,0.0,0.68,0.94,0.0,0.0,0.0,0.06,0.98,0.14,0.29,0.05,0.0,0.0,0
687,1575.11,538.3100000000002,336.16000000000014,113.16,157.76,105.28,52.66,30.82,106.22,75.38999999999999,57.59,19.97,48.54,85.36999999999998,46.41,31.75,64.65,25.54,14.47,18.49,1
346,15.04,0.01,5.67,0.0,0.03,0.01,0.07,0.09,0.24,0.82,0.09,0.0,0.23,0.01,0.11,0.09,0.36,0.06,0.0,0.6,0
229,19.01,0.0,4.5,0.0,0.0,0.01,0.05,0.0,0.84,0.99,0.0,0.0,0.0,0.0,0.24,0.05,0.01,0.02,0.0,0.11,0
442,1598.12,819.66,611.3100000000002,112.33,154.92999999999995,82.22999999999998,61.95,18.58,168.95000000000005,33.78,69.35,92.89,69.15,221.64,55.8,111.82,43.32,42.22,40.99,29.77,1
59,58.02,0.03,33.47,0.0,0.55,0.0,0.67,27.69,0.62,3.95,0.01,0.0,25.27,0.01,1.34,0.39,0.54,0.13,0.0,0.16,0
48,75.2,0.03,19.79,0.0,0.1,0.36,29.63,0.0,19.04,23.94,0.01,0.0,0.03,0.06,2.6,0.37,5.97,0.13,0.0,0.0,0
210,12.79,0.0,26.56,0.0,0.03,0.03,0.05,0.0,4.29,0.95,0.04,0.0,0.0,0.02,0.7,0.1,0.1,0.22,0.02,0.0,0
525,1733.9,883.9100000000002,653.0300000000002,132.04,110.26999999999998,147.40999999999997,98.65,135.8,69.99000000000001,98.83,95.16,86.29,62.75,56.97,69.83000000000001,40.22,54.79,52.58,25.9,52.01,1
181,52.4,0.0,41.11,0.02,0.01,1.24,0.32,0.03,13.3,3.89,0.01,0.08,0.01,0.05,1.49,0.23,19.53,0.1,0.0,0.0,0
460,1545.9,698.15,667.11,94.29,165.72000000000003,113.25,70.78,38.19,99.43,87.65,65.15,45.86,20.28,42.09,57.93,41.62,51.18,39.74,15.95,28.18,1
463,1683.6699999999996,743.99,719.3500000000001,132.14,137.74,117.0,73.41,37.38,92.82,90.5,67.74,18.2,41.64,70.06,57.47,41.01,70.07,37.82,22.76,24.45,1
609,1585.6799999999996,889.4399999999998,854.6099999999999,141.38,143.13000000000005,132.97,95.41,124.65000000000002,70.26,95.7,93.59,77.23,61.9,86.77,74.09,51.31,50.88,52.34,31.33,39.31,1
103,36.75,0.03,9.59,0.0,0.02,0.02,0.19,5.01,0.89,1.83,0.12,0.0,1.42,0.0,0.63,0.12,4.69,0.19,0.0,0.78,0
235,20.34,0.02,6.07,0.03,0.0,0.0,0.11,1.38,0.2,0.62,0.06,0.0,0.53,0.0,0.31,0.06,1.21,0.05,0.0,0.47,0
677,2138.67,804.87,547.3300000000002,180.69,267.31,81.8,91.62,58.91,139.23999999999998,72.06000000000002,85.83,48.1,31.09,95.53,65.63,96.65,87.05,13.42,65.14,17.59,1
56,31.88,0.05,24.91,0.1,0.04,0.04,0.39,0.0,8.68,2.12,0.0,0.0,0.0,0.02,2.74,0.3,0.1,0.31,0.0,0.06,0
689,1891.63,1090.12,539.9200000000002,123.35,121.16,89.1,109.4,154.62,71.53999999999998,81.64999999999998,82.91,162.97,114.18,51.66,65.0,106.78,53.17,37.96,34.35,35.99,1
296,3.22,0.04,21.9,0.0,0.04,0.09,0.28,0.0,0.08,0.64,0.0,0.0,0.0,0.0,2.25,0.07,9.1,0.37,0.0,0.0,0
37,88.78,0.0,3.8,0.0,0.01,0.01,0.11,0.0,0.01,1.02,0.0,0.0,0.0,0.01,0.32,0.02,0.0,0.0,0.04,0.0,0
92,33.05,0.01,3.3,0.0,0.02,0.01,0.02,0.0,0.06,0.69,0.0,0.0,0.0,0.0,0.21,0.0,0.12,0.0,0.0,0.01,0
25,34.75,0.01,21.37,0.0,0.0,0.01,0.1,0.0,0.71,0.4,0.0,0.0,0.0,0.03,1.6,0.24,0.38,0.17,0.0,0.0,0
337,18.14,0.0,6.46,0.0,0.0,0.01,0.09,0.0,0.25,0.59,0.0,0.0,0.0,0.01,0.27,0.01,0.22,0.02,0.0,0.35,0
152,440.7,0.04,12.68,0.0,0.03,0.01,0.05,0.0,4.42,2.94,0.02,0.0,0.01,0.0,8.85,0.03,0.01,1.6,0.02,0.0,0
308,140.0,18.47,11.91,5.98,0.35,2.18,6.54,0.76,1.68,49.22,5.33,0.58,0.62,0.11,3.11,1.45,7.68,8.83,0.55,0.18,0
128,16.28,0.06,25.45,0.0,0.08,0.25,2.74,0.0,6.95,3.96,0.0,0.0,0.06,0.11,4.36,0.1,0.93,0.8,0.02,0.0,0
629,1564.7600000000002,831.76,558.6999999999998,120.22,122.7,84.85,88.92,101.82,71.00999999999998,54.48,46.11,107.01,77.33,35.37000000000001,62.37000000000001,60.43,57.18,48.65,29.42,28.86,1
378,1940.66,1035.66,766.91,164.02,111.57000000000002,112.01,113.39,152.98000000000005,60.97000000000001,96.55,97.02,136.32,63.81,55.16,80.49000000000002,69.25,71.52,54.09,48.6,37.18,1
199,58.67,0.05,5.38,0.0,0.01,0.43,0.17,0.0,3.57,9.25,0.0,0.0,0.0,0.02,0.42,1.26,0.72,0.0,0.01,0.01,0
431,1866.05,877.76,819.92,104.11,89.39,115.44,97.47999999999998,144.11,49.39999999999999,63.31,73.92,80.17,65.88,53.79999999999999,57.25,51.18000000000001,47.62,31.88,50.24,46.11,1
233,18.06,0.09,35.08,0.0,0.1,0.08,0.3,0.0,2.61,2.14,0.0,0.0,0.0,0.01,4.41,0.28,0.45,0.87,0.0,0.01,0
172,12.41,0.0,15.2,0.03,0.03,0.03,0.06,0.0,0.27,1.02,0.0,0.0,0.02,0.0,0.68,0.02,0.22,0.03,0.0,0.37,0
211,16.12,0.02,15.24,0.0,0.06,0.06,0.05,0.0,0.77,1.35,0.01,0.0,0.0,0.0,1.01,0.02,0.47,0.0,0.0,0.73,0
555,1602.35,738.17,861.4799999999998,143.76,114.9,90.53,74.92,103.44,54.12,48.99,52.89,65.59,91.63,76.95,60.040000000000006,68.11,40.93,31.81,27.65,17.72,1
61,15.92,0.11,21.73,0.0,0.11,0.01,0.16,0.0,0.15,1.52,0.03,0.0,0.0,0.07,2.57,0.03,1.1,0.43,0.0,0.0,0
47,39.32,0.09,13.17,0.0,0.3,0.01,1.02,0.07,8.08,2.79,0.56,0.0,0.64,0.06,0.93,0.74,0.1,0.04,0.0,2.29,0
411,1670.87,666.3399999999998,477.06,138.28,185.44,101.91,83.76,82.22,91.35,72.15,62.79,79.63,68.88,70.82000000000002,60.19,56.19,67.28,28.950000000000006,26.68,23.99,1
306,19.67,0.0,48.3,0.0,0.07,0.04,0.55,0.0,0.74,0.67,0.0,0.0,0.0,0.01,3.07,0.38,0.3,0.17,0.0,0.47,0
232,24.3,0.0,10.0,0.0,0.0,0.01,0.14,3.28,0.43,1.29,0.21,0.0,1.27,0.01,0.82,0.07,2.82,0.45,0.01,1.45,0
195,64.87,0.0,16.52,0.0,0.0,0.03,0.15,0.06,1.58,2.22,0.4,0.0,0.36,0.0,0.6,0.39,3.45,0.19,0.0,1.08,0
165,21.85,0.07,16.72,0.0,0.26,0.17,0.51,0.86,39.47,4.41,0.37,0.0,0.5,0.06,2.18,0.61,0.13,0.34,0.0,1.1,0
234,11.74,0.02,4.07,0.01,0.0,0.0,0.02,0.14,0.58,0.44,0.1,0.0,0.79,0.0,0.29,0.03,0.49,0.06,0.0,0.36,0
447,1518.61,885.14,705.6600000000002,127.46,122.25,145.07999999999996,83.42999999999998,89.11,83.84,93.31,91.77,61.34,60.77,63.98,71.28999999999998,49.22,46.79,52.38,22.82,34.12,1
457,1635.1299999999994,790.51,853.5400000000002,139.07999999999998,179.29999999999995,140.07,86.78,88.42999999999998,79.32,90.67000000000002,91.59,75.52,46.96,75.43,69.63,53.75,55.77,47.23,22.9,25.02,1
13,177.6,0.0,16.3,0.0,0.04,0.08,0.03,0.03,4.02,3.34,0.02,0.0,0.05,0.04,1.69,0.3,0.53,0.41,0.0,0.0,0
671,1679.14,705.3100000000002,529.7800000000002,135.28,103.47,82.08,71.28,79.22999999999998,73.56,60.91,68.09,68.11,41.97,108.48,60.94,43.81,58.04,24.71,40.22,21.43,1
610,1540.1799999999996,634.57,433.43,108.65,176.4,95.04000000000002,77.64,60.28,103.57,78.27,68.3,83.13,88.69,66.72,54.03,51.11,75.56,27.06,22.7,21.3,1
209,6.27,0.04,26.01,0.03,0.03,0.67,0.19,0.0,0.58,0.48,0.0,0.0,0.0,0.03,3.02,0.06,5.16,0.29,0.0,0.0,0
225,96.84,0.0,18.69,0.0,0.03,0.27,0.62,0.0,4.27,1.54,0.0,0.06,0.0,0.0,2.12,0.16,1.08,0.13,0.0,0.73,0
218,13.32,0.01,26.89,0.0,0.05,0.04,0.02,0.0,0.58,0.64,0.0,0.0,0.03,0.01,0.86,0.2,0.4,0.21,0.0,0.02,0
167,35.31,0.01,9.14,0.0,0.03,0.0,0.11,0.0,2.31,0.9,0.0,0.0,0.0,0.01,0.28,0.02,0.33,0.0,0.0,0.04,0
114,59.58,0.0,29.09,0.0,0.26,0.07,1.12,0.0,46.53,1.94,0.0,0.0,0.0,0.01,5.37,0.63,0.66,0.76,0.0,0.34,0
503,1641.37,705.11,847.1800000000002,136.37,125.55,90.97,73.95,94.15,52.58000000000001,45.38,48.18,61.45,61.9,87.76,61.28999999999999,64.39,40.34,35.8,35.03,21.58,1
144,1752.0,0.02,16.28,0.06,0.0,43.7,0.24,0.0,40.12,0.24,0.0,0.0,0.0,0.0,2.94,0.39,0.02,0.87,0.0,0.1,0
485,1565.9499999999996,663.98,533.5500000000002,87.38,85.98,34.22000000000001,55.97000000000001,9.74,122.27,43.91,59.55,6.29,31.73,154.91,37.76,46.33,25.26,17.4,13.82,10.97,1
381,1868.25,986.99,1020.89,153.57,136.29,95.23,110.49,158.97,54.88,80.04,96.72,60.37,105.51,65.25,67.64,103.67,60.34,50.39,62.43,31.76,1
363,43.84,0.03,13.25,0.0,0.04,0.01,0.19,0.0,0.33,0.99,0.18,0.0,1.01,0.0,0.94,0.24,1.79,0.17,0.0,1.95,0
354,58.36,0.0,39.5,0.0,0.07,0.73,0.23,0.0,16.14,2.6,0.01,0.0,0.0,0.0,1.31,0.12,8.81,0.17,0.02,0.03,0
545,1698.29,791.52,558.04,100.1,101.45,104.83,94.17,113.95,47.99,62.07,83.42,63.58,68.27,71.57,63.55,49.55,57.79,36.14,29.43,44.19,1
387,1423.8000000000004,564.7,381.1,75.84,129.66000000000003,76.28999999999998,70.91,39.7,101.73,84.44999999999997,47.62,21.78,26.72,94.38,61.48,59.34,35.16,37.31,27.09,9.39,1
293,37.46,0.03,23.99,0.0,0.0,0.08,0.16,0.0,0.83,1.41,0.0,0.0,0.03,0.04,0.87,0.0,0.42,0.16,0.0,0.0,0
406,1383.25,754.81,274.55,167.76,51.43000000000001,44.87,71.06,255.28000000000003,20.47,33.17,40.13,86.01,55.63,40.84,59.97,57.65,37.71,25.28,28.9,7.43,1
149,58.58,0.01,15.47,0.0,0.08,0.01,0.08,0.07,1.04,1.64,0.22,0.0,0.34,0.0,0.75,0.27,4.16,0.15,0.0,1.24,0
336,107.8,0.01,7.46,0.0,0.07,0.48,0.23,0.0,1.55,8.76,0.0,0.0,0.0,0.0,0.83,2.62,1.32,0.03,0.0,0.0,0
519,1742.9899999999998,457.25,194.29000000000005,97.76,120.54000000000002,45.97999999999998,51.99,15.4,120.98,37.36,13.0,20.64,11.76,93.26,41.46,59.77,34.13,9.5,18.92,10.4,1
700,1728.2900000000004,849.24,1053.4199999999996,179.44,179.76999999999995,101.8,98.64,47.90000000000001,117.58,82.27,114.14,41.52,52.05,101.85,85.93,48.04,83.56,39.57,48.3,22.01,1
64,172.7,0.0,13.77,0.07,0.17,0.06,0.14,0.01,2.07,6.06,0.02,0.0,0.12,0.13,1.48,0.26,0.22,0.14,0.14,0.01,0
608,1854.0,785.8599999999999,734.12,128.42000000000002,128.20999999999998,94.29,82.34,93.07,80.66999999999999,77.0,58.29,71.17,46.81,46.19,59.5,60.9,52.88,39.14,21.22,33.15,1
569,1540.15,656.5799999999998,367.3,80.52,134.54,90.54,81.5,152.10000000000005,72.61999999999998,60.59,58.0,117.97,144.44,33.13,1.61,58.77,60.91,23.21,23.43,27.28,1
424,1585.93,710.0600000000002,410.38999999999993,110.21,112.01999999999998,59.87000000000001,83.94,87.33999999999997,56.56,60.85,35.54,62.23,36.48,45.92,57.81,99.32,44.94,37.18,39.99,22.84,1
358,11.02,0.01,24.5,0.03,0.0,0.06,0.15,0.0,0.54,0.37,0.0,0.0,0.02,0.01,0.77,0.09,0.4,0.09,0.0,0.01,0
54,73.54,0.02,13.29,0.0,0.05,0.01,0.2,0.28,0.87,0.82,0.07,0.0,1.87,0.0,0.37,0.09,3.03,0.51,0.0,1.06,0
287,22.6,0.05,22.52,0.21,0.02,0.06,0.12,0.04,2.58,0.57,0.0,0.09,0.0,0.02,1.54,0.04,0.54,0.45,0.0,0.0,0
542,1966.34,817.47,529.75,77.28,97.12,73.23,83.79,21.969999999999995,144.31,45.00000000000001,52.74,48.83,72.21000000000002,185.88,48.7,77.43,33.5,28.590000000000003,18.28,8.38,1
43,26.82,0.0,8.16,0.0,0.0,0.0,0.24,0.0,0.65,1.39,0.0,0.0,0.0,0.01,0.23,0.02,1.12,0.05,0.0,0.09,0
32,24.69,0.0,7.38,0.0,0.02,0.0,0.1,0.14,1.09,0.47,0.0,0.0,0.93,0.0,0.4,0.07,1.36,0.01,0.0,0.77,0
597,1719.3000000000004,809.8599999999999,622.8,131.07,113.87,93.04,70.92999999999998,36.93,81.68,71.53,68.36,48.81,50.22,64.14,55.10000000000001,38.85,55.04,37.86,17.23,21.21,1
505,1436.71,727.25,381.76,101.01,126.32,102.96,70.99000000000002,45.27,99.98,97.85,84.04,36.7,79.71000000000002,96.72,59.1,54.24,26.23,47.3,16.65,17.51,1
121,197.6,0.11,15.42,0.0,0.28,0.17,1.05,0.0,13.53,2.33,0.0,0.0,0.03,0.0,1.79,0.92,2.14,0.04,0.0,0.0,0
295,76.15,0.02,17.89,0.0,0.0,0.02,1.11,0.0,2.8,4.4,0.0,0.0,0.0,0.03,5.12,1.41,2.0,0.4,0.0,0.01,0
502,1504.84,842.47,757.0299999999999,114.52,154.92,104.38,108.06,100.63,72.53,75.18,74.65,73.26,83.21,39.790000000000006,72.74000000000002,75.08,60.77,57.73,35.57,18.44,1
548,1455.4899999999998,577.16,336.76,8.49,148.45000000000005,105.24999999999996,57.82,47.36,96.56,108.69,49.1,41.72,32.93,25.76,47.99,42.25,61.21,15.03,7.1000000000000005,17.09,1
101,350.2,0.01,5.71,0.0,0.03,0.0,0.0,0.0,4.4,1.94,0.0,0.0,0.0,0.0,0.49,0.05,1.55,0.03,0.0,0.0,0
563,1142.42,470.38,549.9599999999998,101.19,166.87,49.03000000000001,50.35,65.41,51.85000000000001,23.49,30.02,69.09,74.75,55.83,33.96,96.65,49.23,6.7799999999999985,51.34,14.82,1
446,920.16,439.07000000000005,452.06,129.54,52.38999999999999,40.290000000000006,37.28,80.27999999999999,26.32,18.16,26.99,46.21,27.44,57.5,59.74,38.59,30.13,21.82,15.25,6.95,1
310,41.29,0.0,14.25,0.01,0.04,0.0,0.15,0.71,0.22,0.84,0.35,0.0,1.09,0.02,0.94,0.0,1.9,0.12,0.0,1.4,0
139,252.7,0.03,14.26,0.0,0.02,0.03,0.47,0.07,2.65,2.85,0.0,0.0,0.0,0.07,0.93,0.05,0.17,0.03,0.0,0.0,0
163,41.23,0.0,18.34,0.39,0.03,0.03,0.49,0.0,1.72,0.29,0.0,0.0,0.0,0.03,5.24,0.22,0.13,0.14,0.0,0.0,0
449,1695.45,515.22,281.51,60.53,155.32999999999996,130.23000000000002,50.59,48.76,101.23,91.9,41.78,56.51,20.24,29.84,45.14,40.27,49.48,29.860000000000007,9.5,25.26,1
300,68.54,0.03,5.56,0.01,0.02,1.12,0.06,0.0,0.3,3.94,0.0,0.0,0.0,0.01,0.9,5.81,0.19,0.13,0.0,0.16,0
203,18.59,0.0,14.13,0.0,0.02,0.03,0.35,0.02,2.23,1.21,0.0,0.0,0.0,0.0,0.69,0.2,2.28,0.11,0.28,0.0,0
324,54.65,0.03,20.46,0.0,0.13,0.03,0.2,0.0,0.62,1.63,0.37,0.0,0.78,0.0,0.57,0.32,3.85,0.19,0.0,0.51,0
112,26.56,0.02,9.22,0.0,0.04,0.0,0.11,0.03,0.28,1.06,0.27,0.0,0.63,0.02,2.17,0.04,2.49,0.03,0.01,1.95,0
162,46.04,0.03,9.7,0.04,0.0,1.18,2.81,0.0,3.36,15.6,0.02,0.0,0.0,0.02,4.03,0.1,0.92,0.5,0.0,0.04,0
58,5.14,0.0,15.46,0.0,0.0,0.0,0.37,0.0,5.75,2.65,0.0,0.0,0.0,0.07,0.57,0.28,0.3,0.03,0.0,0.0,0
154,42.23,0.0,10.38,0.0,0.05,0.04,0.12,0.19,0.94,0.84,0.13,0.09,0.43,0.0,0.35,0.12,1.95,0.07,0.0,0.72,0
389,1654.91,930.18,709.6999999999998,165.12,113.3,139.70000000000002,108.94,161.34,63.35000000000001,92.88,97.66,85.87,94.77,31.9,70.82,56.58,55.25,39.290000000000006,37.8,48.73,1
466,1863.63,1079.25,461.32,131.37,119.02,134.36,100.57,150.07999999999996,91.07,129.26,92.19,120.07,63.18,34.660000000000004,74.91,58.22,72.08,44.67,24.74,44.76,1
395,1134.19,701.39,350.68,127.96,43.3,64.53999999999999,74.29,257.18,25.52,39.36,66.9,60.95,36.52,45.86000000000001,71.85000000000002,22.81,32.52,47.47,18.700000000000006,17.45,1
277,9.34,0.0,29.97,0.01,0.08,0.05,0.13,0.0,0.23,0.59,0.09,0.0,0.0,0.04,1.07,0.06,0.31,0.04,0.0,0.0,0
366,43.78,0.0,23.91,0.0,0.23,0.02,0.64,21.03,0.38,3.01,0.07,0.0,18.73,0.04,0.72,0.54,0.63,0.07,0.02,0.13,0
530,2032.47,808.48,813.6199999999999,127.0,108.55,105.34,83.34,73.09000000000002,76.49000000000002,65.58,77.06,49.91,46.87000000000001,78.22,63.14,61.17999999999999,48.17,32.32,30.57,27.09,1
601,1122.39,570.3,574.2599999999999,73.21000000000002,151.62999999999997,107.00000000000004,51.22,24.97,134.94,24.83,46.43,130.14,58.33,187.17,54.1,89.50999999999998,35.58,49.51,45.66,31.44,1
471,1470.7099999999996,697.98,729.93,113.31,141.94000000000003,101.93,57.07999999999999,11.5,149.35,39.63,68.71,57.78,55.1,258.16,57.08,79.54,31.61,43.040000000000006,27.37,26.9,1
315,124.4,0.02,22.28,0.0,0.03,0.01,0.16,0.0,2.96,3.18,0.0,0.0,0.0,0.02,1.54,0.14,0.47,0.36,0.0,0.0,0
582,1480.1,828.11,510.26999999999987,117.2,124.01000000000002,111.38,93.24,70.53,84.4,94.28,87.07,82.83,69.08999999999999,41.97000000000001,73.75999999999998,48.21,49.38,42.24,25.48,38.64,1
652,1746.7900000000004,866.01,460.23,124.31,131.42999999999998,107.39,85.72,139.85000000000002,67.53999999999999,73.93,73.96,111.36,140.85000000000005,62.1,54.87000000000001,77.43,68.08,19.12,36.05,34.03,1
10,39.75,0.01,19.32,0.0,0.1,0.1,17.57,0.0,6.65,12.47,0.0,0.0,0.0,0.06,2.47,0.28,5.19,0.25,0.0,0.0,0
140,17.24,0.01,19.25,0.0,0.02,0.18,0.27,0.0,0.92,1.46,0.0,0.0,0.0,0.03,0.68,0.05,0.81,0.25,0.0,0.21,0
472,1601.02,1022.68,616.22,136.98000000000002,109.44,107.67,109.7,180.26,64.78999999999999,84.38999999999999,93.49,112.63,67.5,54.7,79.88,69.67,56.76,48.58,37.52,46.06,1
254,123.6,0.0,9.94,0.0,0.0,0.34,0.1,0.0,3.03,0.66,0.03,0.0,0.01,0.02,1.38,1.62,10.23,0.02,0.0,0.03,0
399,1207.39,573.44,472.83,76.49000000000002,108.34,85.27999999999999,48.99,99.94,61.13999999999999,39.03,22.92,50.88,29.31,50.37000000000001,39.14,67.0,25.57,18.26,26.39,22.6,1
644,1627.6,745.0699999999998,587.8100000000002,80.15,116.29,162.26000000000005,57.34,23.43,140.12,125.99,58.31,21.64,34.89,31.84,61.82,54.32000000000001,56.65,47.57,19.98,35.92,1
546,1671.51,1293.56,781.93,121.07,103.43,101.23000000000002,132.79000000000002,199.25000000000003,39.17,84.33,91.57,179.46,90.54,44.59,59.76000000000001,88.64,48.98,38.37,46.17,50.41,1
400,1744.86,768.28,596.8699999999999,112.91,100.61,98.79,56.32,28.51,109.76,71.84000000000002,68.87,31.71,64.63,118.53000000000002,57.28,39.3,50.44,34.2,14.37,17.47,1
695,1460.9,802.78,648.93,138.12,130.59,98.39,68.49000000000001,38.71999999999999,79.33,63.81,70.92,50.67,61.31,66.57,61.66,40.81,56.99,38.67000000000001,21.69,17.48,1
53,18.01,0.09,14.23,0.0,0.42,0.27,0.73,2.15,24.3,2.76,0.85,0.0,0.63,0.04,0.75,0.77,0.46,0.07,0.0,0.76,0
498,998.2,790.59,698.9400000000003,83.22999999999998,131.7,80.91,74.89,127.37,57.96,42.6,39.35,106.29,110.02,43.56000000000001,56.56999999999999,72.08,76.73,37.66,18.46,29.72,1
215,130.1,10.39,12.66,7.46,0.38,1.84,6.2,0.66,1.51,43.42,4.76,0.41,0.57,0.13,3.0,1.42,8.45,8.84,0.9,0.04,0
256,28.91,0.0,4.78,0.0,0.03,0.01,0.05,0.0,0.56,0.75,0.0,0.0,0.01,0.0,0.2,0.03,0.27,0.0,0.01,0.23,0
635,1527.9999999999998,840.14,697.0100000000001,141.34,139.46,95.21,68.76,19.48,140.78999999999996,46.5,97.96,116.75,79.53,260.77,59.49000000000001,94.53,39.44,48.55,47.40000000000001,36.14,1
111,27.62,0.0,7.36,0.0,0.01,0.01,0.1,0.0,0.68,1.16,0.17,0.03,0.49,0.0,0.35,0.16,4.13,0.02,0.0,1.32,0
70,76.53,0.01,35.82,0.0,0.34,0.0,0.6,30.14,0.27,4.81,0.09,0.0,30.63,0.08,0.96,0.62,1.11,0.19,0.0,0.32,0
