,HMGA1,LIN28A,TERF1,ZFP42,ZSCAN10,HMGA2,SALL4,OTX2,ETV4,NR6A1,LIN28B,HES3,ZIC3,NANOG,ZNF93,FOXH1,MYCN,ZNF730,PRDM14,SOX11,label
363,1730.7199999999998,1177.06,813.33,147.45,127.1,117.01,103.28,145.59999999999997,65.08,89.16000000000003,100.36,95.8,97.89,38.98,72.35,64.12,60.47,50.9,42.5,42.53,1
425,2124.09,840.9399999999998,316.86999999999995,109.02,121.67,75.76000000000002,71.93,60.53,123.83,76.31,53.09,102.16,67.39,105.85,60.52,73.97999999999998,51.04,23.340000000000003,21.43,20.31,1
95,1343.0,0.01,15.7,0.11,0.0,34.08,0.15,0.0,21.52,0.36,0.0,0.0,0.0,0.0,1.74,0.17,0.0,0.5,0.0,1.03,0
0,884.4,0.0,17.77,0.0,0.0,20.51,0.0,0.0,16.77,0.09,0.0,0.0,0.0,0.02,3.34,0.0,0.0,0.26,0.0,0.45,0
176,1518.61,885.14,705.6600000000002,127.46,122.25,145.07999999999996,83.42999999999998,89.11,83.84,93.31,91.77,61.34,60.77,63.98,71.28999999999998,49.22,46.79,52.38,22.82,34.12,1
282,1772.34,1118.03,613.1899999999998,133.27,113.63,96.19,102.06000000000002,111.14,108.3,100.43,83.9,93.82,106.63,51.93,69.58,95.18,58.92,33.59,27.53,38.88,1
62,303.4,0.03,21.41,0.0,0.0,9.47,0.12,0.0,3.03,0.32,0.0,0.11,0.0,0.04,1.14,1.36,0.0,0.53,0.0,0.43,0
214,1565.9499999999996,663.98,533.5500000000002,87.38,85.98,34.22000000000001,55.97000000000001,9.74,122.27,43.91,59.55,6.29,31.73,154.91,37.76,46.33,25.26,17.4,13.82,10.97,1
104,1840.2000000000005,623.28,494.42000000000013,136.03,178.79999999999995,101.78,66.86999999999999,73.53,98.88,73.22999999999998,62.68,35.43,62.78,112.58,43.36,38.39,66.68,20.22,39.7,15.77,1
206,1837.96,872.71,744.66,146.05,102.88,90.19,85.49999999999999,110.92,54.84,49.32,69.26,81.48,73.16,69.57000000000001,57.42,72.2,47.39,33.45,52.48,19.33,1
404,1594.1899999999996,866.9,572.9400000000003,128.18,90.5,120.47999999999998,79.17,94.02000000000002,78.1,75.4,75.19,43.91,52.23,77.00000000000001,58.86,49.98,51.1,31.06,28.28,34.43,1
137,1685.4300000000005,834.4,719.5,109.48,115.61,101.23,78.53999999999998,52.39,75.97999999999998,84.79,64.8,62.98,66.23,55.80999999999999,56.99,46.08,56.76,44.81,22.06,18.18,1
419,1616.27,683.53,370.63999999999993,125.98,114.95,86.83,52.10999999999999,50.59000000000001,107.48000000000002,60.35,62.68,102.59,55.94,102.33,55.86999999999999,56.36,56.85,28.67,26.72,18.86,1
260,1888.47,737.25,578.03,162.56,178.77,77.13000000000002,68.58,11.1,191.35,43.08,80.34,95.76,49.08,311.85,64.48,97.01,45.27,23.36,69.18,24.38,1
344,1566.62,942.86,890.7299999999998,124.02,113.33,108.93,97.34000000000002,97.63,63.36,87.64,91.3,93.24,73.78999999999998,47.74,69.24000000000001,75.36,53.93,32.07,31.97,27.79,1
215,1605.88,642.47,372.37,124.76,140.32,110.24000000000002,79.1,138.76,66.89,73.28,54.28,86.48,69.76,43.97,51.97,38.89,64.51,14.359999999999998,25.880000000000006,24.65,1
238,1690.57,889.75,846.9300000000003,122.84,116.0,101.27,95.48,113.43,55.23,61.19000000000001,86.8,99.21,70.82000000000002,71.97,71.3,63.38,61.2,39.42,65.64,31.38,1
67,354.0,0.02,17.36,0.0,0.03,8.43,0.14,0.0,3.4,0.21,0.0,0.13,0.0,0.03,1.28,0.54,0.04,0.21,0.0,0.39,0
3,232.8,0.0,17.12,0.03,0.0,6.64,0.43,0.0,4.13,0.27,0.01,0.0,0.02,0.02,1.5,0.05,0.0,0.16,0.0,0.0,0
48,489.4,0.0,18.12,0.05,0.01,18.17,0.1,0.0,10.44,0.33,0.0,0.0,0.01,0.01,3.47,0.33,0.0,0.27,0.0,1.12,0
127,1842.7200000000007,744.1899999999998,634.3399999999998,121.11,137.65,84.40000000000002,81.46000000000002,50.25,75.32000000000002,40.61,57.83,75.19,77.92,70.89,52.11,68.82,55.34,25.32,41.7,13.7,1
340,1639.1,675.04,441.41,115.75,145.35000000000005,87.49000000000002,64.72,76.01,84.00999999999998,68.25,53.06,86.71,97.74,48.09,40.48,48.95,54.84,21.54,22.74,18.74,1
335,1574.51,829.66,594.2599999999999,125.78,93.62,155.76,100.61,131.86,51.17,79.98,89.03,47.38,58.19,48.2,64.27000000000001,51.99,51.92,51.790000000000006,29.8,62.17,1
349,1535.25,806.49,529.5200000000002,104.11,120.8,95.95,77.92999999999998,76.43999999999998,78.53,69.25,60.81,65.41,36.6,33.69,57.19,49.48,47.11,35.07,18.03,26.01,1
386,1795.38,854.66,734.35,100.57,96.74,111.68999999999998,96.38,144.23,46.27000000000001,65.67,64.94,79.05,61.36,50.37,56.43000000000001,49.46,45.83,34.35,46.15000000000001,47.63,1
77,1635.0,0.0,15.82,0.03,0.0,49.39,0.31,0.0,32.13,0.3,0.0,0.0,0.0,0.0,5.07,0.07,0.03,0.99,0.0,0.73,0
375,1671.1,831.0600000000002,762.9300000000002,101.47,124.79999999999998,87.22999999999998,105.54,46.13,85.1,60.62,73.2,80.37,133.75,66.8,70.98,66.57,65.53,37.48,47.59,21.97,1
134,1669.84,905.18,829.5300000000002,121.57,139.12,93.8,88.64,72.13,71.57,72.89,73.19,89.78,66.63,65.26,57.47,75.39,48.21,45.94000000000001,34.800000000000004,33.62,1
223,1641.28,628.56,586.99,121.64,108.24,70.97000000000001,48.57,28.81,76.66,68.47999999999999,52.92,14.85,20.6,74.81,62.16,39.89,45.55,27.21,19.26,12.02,1
417,1778.53,1077.63,705.58,146.21,113.01000000000002,118.02000000000002,109.54,200.08,34.78,65.83,70.65,80.02,69.42,48.25,60.76000000000001,58.13,54.35,32.99,48.47,24.73,1
310,1836.37,865.8199999999998,673.02,82.86,127.7,103.64,82.00999999999998,40.06999999999999,122.07,91.83,70.99,26.75,87.56,71.05,0.8700000000000001,66.55000000000001,52.39,34.55,28.23,26.99,1
21,229.8,0.0,20.13,0.0,0.0,5.56,0.0,0.0,3.26,0.1,0.0,0.0,0.0,0.0,2.6,0.22,0.0,0.02,0.0,0.14,0
18,323.5,0.01,15.03,0.0,0.02,4.4,0.06,0.03,2.97,0.05,0.0,0.0,0.0,0.0,1.64,0.03,0.0,0.18,0.0,0.08,0
141,1625.93,1011.1,505.53,125.23,106.29999999999998,130.44,89.9,120.22,78.93,96.35,91.31,73.54,52.97,66.91,67.78,61.54,54.22,43.33,30.18,51.45,1
301,1610.38,890.75,667.15,110.79,109.87,158.77000000000004,81.04,115.27,100.41,89.71,97.96,112.51,81.77000000000002,97.09,61.38,59.9,56.8,57.2,38.19,44.6,1
379,1810.6,725.0,331.4,44.4,125.59,105.93,68.55999999999999,80.60999999999999,90.63,87.81,57.55,84.56,41.94,52.26,54.24,62.12,58.58,27.35,18.520000000000003,28.39,1
397,1389.0700000000004,726.66,787.5,132.51,119.15,80.54,81.31,40.0,91.04,49.17,62.96,63.32,116.1,63.69,51.33,50.6,53.27,24.28,30.91,20.39,1
90,1652.0,0.0,16.23,0.07,0.15,62.13,0.2,0.07,23.85,0.17,0.0,0.07,0.03,0.05,1.96,0.16,0.04,0.79,0.1,1.37,0
266,1658.98,900.79,976.21,129.74,96.61,121.73000000000002,105.55,177.81,37.68,79.06,95.5,64.56,89.24,63.33,68.42,65.91,55.18,39.22,52.73,22.11,1
167,1757.1,769.35,653.05,76.16,127.86,58.35999999999999,72.36000000000001,19.7,89.48000000000002,43.09,57.59,66.75,76.97999999999998,98.1,42.51,65.33,40.57,12.090000000000002,20.88,11.81,1
93,1983.0,0.01,17.47,0.06,0.0,41.78,0.0,0.0,28.14,0.13,0.0,0.0,0.0,0.0,2.88,0.09,0.0,0.76,0.0,1.54,0
192,1683.6699999999996,743.99,719.3500000000001,132.14,137.74,117.0,73.41,37.38,92.82,90.5,67.74,18.2,41.64,70.06,57.47,41.01,70.07,37.82,22.76,24.45,1
240,1475.63,742.29,520.46,80.56,134.91,105.29,63.78,31.83,108.15,87.2,55.55,55.93,42.17,52.67,51.4,38.44,47.2,33.16,16.1,27.33,1
226,1604.72,805.12,606.71,128.05,147.42999999999995,122.54000000000002,93.04,49.13,82.92000000000002,80.41000000000003,83.34,59.35,77.69,65.35,59.75,44.09,63.56,39.38,24.41,23.26,1
262,2068.33,1051.04,657.25,147.1,97.73,125.16,110.92,168.23,38.91,79.53,97.45,65.56,78.5,39.35,58.5,67.55,56.66,32.95,39.77,41.59,1
51,787.8,0.0,18.16,0.03,0.0,20.43,0.07,0.0,17.39,0.18,0.0,0.0,0.02,0.0,5.05,0.05,0.06,0.26,0.0,0.52,0
303,1361.9899999999998,667.98,368.76,86.92,114.46,128.1,74.75,48.50000000000001,105.73000000000002,63.07000000000001,74.34,12.43,41.12000000000001,158.68000000000004,49.69,57.81,34.09,35.33,29.32,22.33,1
229,1464.9199999999996,947.95,825.6,122.48,124.14,115.2,112.03,107.32,72.16,87.36,101.62,110.68,85.79,49.97,75.19,63.29,58.5,52.41,43.29,42.42,1
304,1769.32,888.0,648.6800000000002,72.78,113.75,109.70000000000002,88.91,109.22,83.7,90.76,86.42,83.24,57.62,72.97,67.28,69.01,62.1,32.92,29.43,19.62,1
347,1888.59,801.5999999999998,544.3100000000002,104.51,162.39,110.36,82.25,87.84,76.97,81.57000000000002,68.1,104.9,64.06,34.660000000000004,46.42999999999999,67.31,63.52,34.48,25.73,30.77,1
132,1243.63,681.36,722.37,104.39,106.05,78.03999999999998,88.4,92.19,32.14999999999999,51.76,58.11,70.22,58.45,95.48,61.7,72.07,44.15,32.690000000000005,36.34,12.51,1
195,1863.63,1079.25,461.32,131.37,119.02,134.36,100.57,150.07999999999996,91.07,129.26,92.19,120.07,63.18,34.660000000000004,74.91,58.22,72.08,44.67,24.74,44.76,1
174,1603.47,761.01,773.21,129.66,135.96,91.09,64.47,7.94,165.05,44.08,84.81,59.15,66.75,303.47,54.05,88.38,36.32,45.03,35.28,34.04,1
124,1134.19,701.39,350.68,127.96,43.3,64.53999999999999,74.29,257.18,25.52,39.36,66.9,60.95,36.52,45.86000000000001,71.85000000000002,22.81,32.52,47.47,18.700000000000006,17.45,1
213,1277.34,704.59,816.62,103.14,116.61,92.58999999999996,89.82,92.06,33.36,59.91,76.71,61.65,64.58,87.15,65.03999999999999,59.7,45.26,37.56999999999999,37.13,16.39,1
406,2138.67,804.87,547.3300000000002,180.69,267.31,81.8,91.62,58.91,139.23999999999998,72.06000000000002,85.83,48.1,31.09,95.53,65.63,96.65,87.05,13.42,65.14,17.59,1
218,1471.8900000000006,753.1,620.2200000000001,149.9,119.9,112.1,67.23,43.59,85.0,68.02,71.53,38.05,51.87,68.24,56.59,44.82,55.97,32.98,21.18,23.58,1
98,443.8,0.0,18.08,0.0,0.02,7.89,0.21,0.0,4.48,0.21,0.0,0.0,0.0,0.01,2.38,0.2,0.0,0.06,0.0,0.4,0
351,1435.0700000000004,608.25,556.04,85.50999999999998,136.02,71.85,71.18,31.39,78.26,64.85,41.98,61.16,32.08,68.36999999999999,61.09,71.21000000000002,42.3,32.510000000000005,24.32,7.86,1
15,217.6,0.0,18.37,0.0,0.0,6.35,0.0,0.0,5.01,0.26,0.0,0.0,0.0,0.01,2.44,0.32,0.0,0.26,0.0,0.27,0
288,1449.72,498.19,314.67,54.41,141.72,83.83,51.08,21.91,129.37,76.39999999999998,52.88,48.52,70.47,65.54,6.55,42.32,54.74,22.32,15.2,16.85,1
19,478.0,0.01,19.22,0.0,0.0,11.87,0.04,0.0,6.53,0.28,0.0,0.0,0.0,0.02,2.68,0.2,0.0,0.11,0.0,1.02,0
342,1885.44,978.88,892.48,133.37,122.38,131.82,113.14,122.62,73.99000000000002,100.36,96.26,103.26,151.81,41.79999999999999,66.42,56.8,71.95,53.81,32.28,42.25,1
135,1383.25,754.81,274.55,167.76,51.43000000000001,44.87,71.06,255.28000000000003,20.47,33.17,40.13,86.01,55.63,40.84,59.97,57.65,37.71,25.28,28.9,7.43,1
359,1850.12,838.42,476.63000000000005,106.47,147.64,84.59,70.88,36.67999999999999,85.05000000000003,77.57000000000002,61.51,95.11,104.57,83.27000000000002,53.59,78.02,57.22,24.01,27.98,19.21,1
392,1547.7800000000002,706.73,485.9,95.18,141.99999999999997,124.35,62.41,54.14,149.88,51.14000000000001,86.53,225.24,90.93,203.67,49.68000000000001,109.87,45.12,34.919999999999995,42.89,32.62,1
383,1676.0,977.36,665.4600000000003,139.22,117.08,107.69,86.19000000000003,102.97,73.87,89.40999999999998,103.18,81.65,78.92999999999998,76.4,70.04,51.35,57.56,48.27,27.86,31.34,1
116,1423.8000000000004,564.7,381.1,75.84,129.66000000000003,76.28999999999998,70.91,39.7,101.73,84.44999999999997,47.62,21.78,26.72,94.38,61.48,59.34,35.16,37.31,27.09,9.39,1
66,2008.0,0.0,16.94,0.21,0.0,42.26,0.1,0.0,36.03,0.15,0.02,0.0,0.0,0.0,2.38,0.04,0.0,0.68,0.01,0.37,0
26,512.4,0.0,19.22,0.0,0.04,13.17,0.12,0.0,7.43,0.05,0.0,0.0,0.0,0.0,2.24,0.4,0.0,0.02,0.05,0.0,0
102,1560.6699999999996,582.86,324.28,19.19,149.76000000000005,111.52,59.89,71.03000000000002,94.98,125.4,51.61,48.33,47.42,50.72,46.75,45.55,63.13,14.0,8.18,18.77,1
320,1731.95,606.6,518.09,100.72,112.93,108.06,67.39,48.59,85.16,59.10000000000001,61.03,68.36,39.43,81.41,57.89,56.15,40.28,34.46,25.22,13.43,1
123,244.41,236.12,667.6600000000002,15.39,52.45000000000001,20.12,13.4,18.3,14.9,24.24,6.08,12.41,6.49,9.91,14.759999999999998,18.08,6.28,4.799999999999999,5.98,9.91,1
364,1527.9999999999998,840.14,697.0100000000001,141.34,139.46,95.21,68.76,19.48,140.78999999999996,46.5,97.96,116.75,79.53,260.77,59.49000000000001,94.53,39.44,48.55,47.40000000000001,36.14,1
207,1537.0299999999993,897.45,732.1300000000001,132.2,106.92,93.24,71.44,41.8,76.95999999999998,115.72,72.95,32.75,37.62,66.96,75.49000000000002,42.84,50.69,52.46,13.46,24.91,1
378,1491.64,757.06,524.34,90.33,121.96,124.49000000000002,73.65,104.04,80.82,80.91000000000003,68.15,82.66,51.76,41.6,63.88,49.19,49.96,41.56,19.73,34.14,1
393,1581.61,670.67,565.53,102.23,118.9,82.42,84.36000000000001,77.31,55.17999999999999,98.73,58.48,43.25,33.55,69.35,56.19,82.18,47.32,44.74999999999999,32.03,19.67,1
325,1319.53,471.62,487.58999999999986,75.61,125.38,93.38,62.63,23.6,143.32,126.26,57.16,31.72,15.84,55.29,26.65,22.79,56.64,48.46,15.739999999999998,34.3,1
35,1042.0,0.01,19.03,0.04,0.0,19.07,0.19,0.0,14.93,0.14,0.0,0.0,0.0,0.0,3.1,0.03,0.0,0.56,0.0,0.73,0
216,1558.89,854.1400000000001,703.05,109.48,123.49,120.69,88.24999999999999,94.03999999999998,68.85,83.42,81.68,69.2,56.67,37.9,55.87000000000001,50.94,60.34,46.03,21.34,32.26,1
256,1394.21,907.82,615.4900000000001,92.1,108.47,80.36999999999998,78.49000000000002,24.15,85.47,50.42,107.54,108.62,96.12,159.84,48.8,88.59,34.73,40.45,50.84,27.54,1
175,920.16,439.07000000000005,452.06,129.54,52.38999999999999,40.290000000000006,37.28,80.27999999999999,26.32,18.16,26.99,46.21,27.44,57.5,59.74,38.59,30.13,21.82,15.25,6.95,1
79,823.9,0.0,14.95,0.0,0.01,39.26,0.3,0.0,19.87,0.38,0.0,0.0,0.0,0.01,8.48,0.13,0.0,1.13,0.0,0.2,0
113,1588.4899999999998,975.34,568.0500000000002,122.83,90.78,80.71000000000002,116.8,189.94000000000003,25.3,41.28,67.78,180.48,115.41,83.69000000000003,54.66,85.85,48.97,31.86,40.79,21.85,1
291,1816.36,1109.46,764.9699999999998,136.98000000000002,119.5,114.11,108.68,181.99,56.7,82.92999999999998,81.01,119.42,83.51,70.03,73.32,85.72999999999998,59.14,48.23,40.62,40.99,1
415,1400.9499999999996,751.72,596.85,100.97,96.2,161.47000000000006,74.42,72.21,109.72,95.33,90.72,83.06,70.52,99.29,60.9,59.14,42.45,58.52,22.08,66.57,1
178,1695.45,515.22,281.51,60.53,155.32999999999996,130.23000000000002,50.59,48.76,101.23,91.9,41.78,56.51,20.24,29.84,45.14,40.27,49.48,29.860000000000007,9.5,25.26,1
166,1719.55,1120.16,917.8,123.87,104.0,105.03,101.21,119.05,60.99,87.47,110.69,88.68,106.83,69.08,60.98,70.69,53.49,41.42,51.68,34.9,1
389,2173.55,789.25,268.25,121.7,215.38000000000008,52.59999999999999,58.87,25.01,130.45,100.64,21.85,26.99,7.439999999999999,67.33,76.03999999999998,79.78999999999998,53.19,16.889999999999993,13.78,13.45,1
107,1940.66,1035.66,766.91,164.02,111.57000000000002,112.01,113.39,152.98000000000005,60.97000000000001,96.55,97.02,136.32,63.81,55.16,80.49000000000002,69.25,71.52,54.09,48.6,37.18,1
331,1507.92,915.59,661.6199999999999,135.01,126.54,116.98,95.03,115.21,59.10000000000001,88.22000000000001,84.97,79.69,72.83,40.47,62.58000000000001,54.76,53.41,53.14,22.42,30.09,1
222,1652.3200000000004,939.02,691.7700000000002,115.23,114.36,129.20999999999998,97.07,122.53000000000002,67.0,65.5,62.83,89.61,84.12,70.36000000000001,65.88,52.15,66.28,40.48,16.6,34.48,1
81,431.8,0.02,19.95,0.0,0.0,7.5,0.17,0.0,2.65,0.27,0.01,0.0,0.0,0.01,0.99,0.35,0.0,0.32,0.0,0.53,0
362,1983.72,727.4200000000002,383.38,118.9,125.73,91.08,61.1,26.15,121.32,71.95,56.45,29.39,78.36,76.06,53.01,47.62000000000001,63.51,18.090000000000003,20.39,15.67,1
1,515.5,0.0,18.31,0.0,0.0,13.06,0.07,0.0,10.68,0.15,0.0,0.0,0.03,0.01,2.13,0.22,0.0,0.03,0.02,0.02,0
353,1648.67,1004.56,633.2199999999998,130.67000000000002,125.23,89.03,82.81,78.61,86.66,55.0,70.9,80.62,56.31999999999999,77.88,62.95,70.69,49.71,37.17,26.2,25.91,1
75,544.4,0.01,14.83,0.0,0.0,9.27,0.37,0.0,6.62,0.29,0.0,0.0,0.0,0.03,1.22,0.36,0.0,0.11,0.0,0.02,0
299,1579.08,924.94,589.56,122.61,119.18999999999996,124.84,86.33000000000001,79.63000000000002,84.75999999999998,96.22,85.11,60.66,41.01,55.05,63.60000000000001,55.5,64.18,39.1,23.56,35.22,1
128,1207.39,573.44,472.83,76.49000000000002,108.34,85.27999999999999,48.99,99.94,61.13999999999999,39.03,22.92,50.88,29.31,50.37000000000001,39.14,67.0,25.57,18.26,26.39,22.6,1
298,1540.15,656.5799999999998,367.3,80.52,134.54,90.54,81.5,152.10000000000005,72.61999999999998,60.59,58.0,117.97,144.44,33.13,1.61,58.77,60.91,23.21,23.43,27.28,1
153,1585.93,710.0600000000002,410.38999999999993,110.21,112.01999999999998,59.87000000000001,83.94,87.33999999999997,56.56,60.85,35.54,62.23,36.48,45.92,57.81,99.32,44.94,37.18,39.99,22.84,1
261,1581.44,1027.9,804.02,119.71,106.09000000000002,114.81000000000002,135.75,174.9,31.64,72.65,103.95,110.91,131.23,53.34,62.91,69.73,53.86,38.22,44.43,37.87,1
245,1748.77,944.07,647.59,151.09,112.4,128.58,95.27,161.78,54.68,89.2,91.18,79.5,66.21,52.54,71.09,58.1,64.89,43.39,43.33,36.7,1
275,1671.51,1293.56,781.93,121.07,103.43,101.23000000000002,132.79000000000002,199.25000000000003,39.17,84.33,91.57,179.46,90.54,44.59,59.76000000000001,88.64,48.98,38.37,46.17,50.41,1
146,1504.12,697.0,577.31,164.39,75.08999999999997,63.290000000000006,61.66,98.01,50.12,42.5,57.74,42.5,41.44,72.75,77.17,41.27,37.68,40.53,25.45,13.03,1
179,1834.96,590.7,444.29,116.52,184.31,123.09,66.76,22.16,135.45,85.86,64.38,37.05,21.31,82.96,56.21,59.17999999999999,69.5,31.290000000000006,20.28,17.1,1
23,310.1,0.0,16.46,0.0,0.0,6.67,0.08,0.04,4.41,0.18,0.0,0.0,0.0,0.0,3.07,0.34,0.0,0.27,0.03,1.42,0
277,1455.4899999999998,577.16,336.76,8.49,148.45000000000005,105.24999999999996,57.82,47.36,96.56,108.69,49.1,41.72,32.93,25.76,47.99,42.25,61.21,15.03,7.1000000000000005,17.09,1
92,2052.0,0.0,17.0,0.07,0.0,52.11,0.05,0.0,25.91,0.11,0.0,0.0,0.01,0.0,2.36,0.23,0.0,0.97,0.0,1.11,0
72,546.6,0.01,15.92,0.0,0.0,16.48,0.13,0.0,18.31,0.31,0.0,0.05,0.0,0.0,4.12,0.13,0.0,0.84,0.0,0.16,0
